user_id,search_campaign_cnt,total_impressions_30d,total_clicks_30d,total_impressions_15d,total_clicks_15d,total_impressions_5d,total_clicks_5d,total_conversions_after_30d,total_revenue_after_30d,total_quantity_after_30d,total_conversions_before_30d,total_revenue_before_30d,total_quantity_before_30d,total_conversions_before_15d,total_revenue_before_15d,total_quantity_before_15d,total_conversions_before_5d,total_revenue_before_5d,total_quantity_before_5d,last_event_dt_before,search_term_count,last_30days_sp_impressions,last_30days_sp_clicks,sp_ctr_30d,last_30days_sb_impressions,last_30days_sb_clicks,sb_ctr_30d,avg_click_interval_seconds,impression_day_count,click_day_count,last_impression_time_diff_seconds,last_click_time_diff_seconds
AMZN_USR_24459,1,41,7,20,5,6,2,"","","",1,84.0000,3,0,0.0000,0,0,0.0000,0,2024-12-30T21:15:21.000Z,114,41,7,0.17073170731707318,"","",0.0,1580290.388888889,32,8,96279,300603
AMZN_USR_39732,1,27,2,10,2,4,0,"","","","","","","","","","","","",2024-12-31T17:17:41.000Z,103,27,2,0.07407407407407407,"","",0.0,315093.0,20,2,24139,717943
AMZN_USR_50049,1,9,5,3,1,1,1,"","","","","","","","","","","","",2024-12-28T17:41:56.000Z,21,9,5,0.5555555555555556,"","",0.0,919217.8,9,5,281884,429584
AMZN_USR_36754,1,12,2,8,0,0,0,"","","","","","","","","","","","",2024-12-28T03:49:07.000Z,22,12,2,0.16666666666666666,"","",0.0,1095626.0,10,2,480584,1490108
AMZN_USR_37193,1,28,10,14,6,4,1,1,149.9700,3,"","","","","","","","","",2024-12-31T16:02:13.000Z,126,28,10,0.35714285714285715,"","",0.0,944288.4222222222,18,10,54649,28667
AMZN_USR_33926,1,11,4,4,3,2,0,"","","","","","","","","","","","",2024-12-31T06:45:32.000Z,92,11,4,0.36363636363636365,9,2,0.2222222222222222,567853.6666666666,16,5,62068,586081
AMZN_USR_19999,1,12,2,5,0,0,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-26T20:29:12.000Z,63,12,2,0.16666666666666666,21,5,0.23809523809523808,728184.5714285715,21,7,153069,943326
AMZN_USR_51977,1,14,3,7,1,3,0,"","","",1,59.9700,3,0,0.0000,0,0,0.0000,0,2024-12-31T11:17:27.000Z,52,14,3,0.21428571428571427,10,4,0.4,1830018.9848484849,39,11,98305,610327
AMZN_USR_47914,1,8,0,2,0,1,0,3,193.9700,9,1,167.9600,4,0,0.0000,0,0,0.0000,0,2024-12-30T14:25:57.000Z,20,8,0,0.0,"","",0.0,2250165.0,12,2,120843,2919658
AMZN_USR_31797,1,10,1,7,1,3,0,"","","","","","","","","","","","",2024-12-30T06:06:16.000Z,23,10,1,0.1,"","",0.0,1515706.0,21,3,117935,206546
AMZN_USR_45645,1,8,2,7,2,2,2,1,59.9600,4,1,96.0000,2,0,0.0000,0,0,0.0000,0,2024-12-31T19:53:55.000Z,15,8,2,0.25,"","",0.0,2056372.6,18,4,14765,100386
AMZN_USR_23769,1,13,1,4,1,2,0,2,218.9600,9,2,211.9600,7,1,151.9600,4,0,0.0000,0,2024-12-30T03:12:52.000Z,71,13,1,0.07692307692307693,9,2,0.2222222222222222,2658177.2,21,5,161228,77849
AMZN_USR_45041,1,6,0,4,0,2,0,"","","","","","","","","","","","",2024-12-31T00:34:13.000Z,11,6,0,0.0,"","",0.0,"",6,0,85691,""
AMZN_USR_48127,1,13,4,9,1,2,1,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T12:53:57.000Z,26,13,4,0.3076923076923077,"","",0.0,1085182.2,11,5,39963,106373
AMZN_USR_47873,1,13,2,4,0,4,0,"","","","","","","","","","","","",2024-12-31T14:36:51.000Z,53,13,2,0.15384615384615385,11,2,0.18181818181818182,1343932.1666666667,15,4,30188,170594
AMZN_USR_34301,1,12,5,4,4,0,3,"","","","","","","","","","","","",2024-12-30T05:35:04.000Z,24,12,5,0.4166666666666667,"","",0.0,818504.0,11,5,491176,152696
AMZN_USR_29561,1,8,1,5,1,1,0,"","","","","","","","","","","","",2024-12-31T01:46:44.000Z,17,8,1,0.125,"","",0.0,"",8,1,79996,635061
AMZN_USR_31651,1,34,6,19,3,7,2,"","","","","","","","","","","","",2024-12-31T12:12:02.000Z,72,34,6,0.17647058823529413,"","",0.0,1221073.5333333334,18,6,64026,53907
AMZN_USR_23396,1,14,1,7,1,3,0,"","","","","","","","","","","","",2024-12-31T21:30:27.000Z,21,14,1,0.07142857142857142,"","",0.0,1379365.0,13,2,8973,1216867
AMZN_USR_51988,1,17,3,6,0,2,0,"","","","","","","","","","","","",2024-12-31T20:20:24.000Z,39,17,3,0.17647058823529413,"","",0.0,705740.0,15,3,13176,1419216
AMZN_USR_32287,1,37,4,17,1,6,0,"","","",1,41.9700,5,0,0.0000,0,0,0.0000,0,2024-12-30T04:47:31.000Z,61,37,4,0.10810810810810811,"","",0.0,1287125.5333333334,30,6,155549,692289
AMZN_USR_44115,1,10,2,5,1,1,0,"","","","","","","","","","","","",2024-12-31T10:34:45.000Z,25,10,2,0.2,"","",0.0,842694.0,10,2,290202,1217109
AMZN_USR_30417,1,28,3,12,0,5,0,1,75.9800,2,2,271.9600,8,2,271.9600,8,0,0.0000,0,2024-12-30T14:14:52.000Z,47,28,3,0.10714285714285714,"","",0.0,243908.0,16,3,121508,1534773
AMZN_USR_46004,1,13,2,4,2,2,1,"","","","","","","","","","","","",2024-12-31T17:40:29.000Z,30,13,2,0.15384615384615385,"","",0.0,1177217.0,11,2,170134,22771
AMZN_USR_39267,1,6,1,5,1,3,0,"","","","","","","","","","","","",2024-12-29T08:49:46.000Z,13,6,1,0.16666666666666666,"","",0.0,964705.4666666667,13,6,84323,636925
AMZN_USR_43668,1,33,6,17,3,5,2,"","","","","","","","","","","","",2024-12-31T13:00:37.000Z,62,33,6,0.18181818181818182,"","",0.0,1724267.3333333333,36,6,101703,39563
AMZN_USR_48904,1,12,1,3,0,0,0,4,203.9400,21,"","","","","","","","","",2024-12-29T03:54:36.000Z,48,12,1,0.08333333333333333,"","",0.0,"",10,1,521167,1666175
AMZN_USR_36803,1,14,5,5,2,0,0,"","","","","","","","","","","","",2024-12-30T01:41:08.000Z,40,14,5,0.35714285714285715,"","",0.0,1023412.3333333334,11,6,468875,501418
AMZN_USR_35378,1,14,3,11,2,3,1,1,105.0000,3,3,234.9700,7,2,154.9700,5,0,0.0000,0,2024-12-31T09:52:55.000Z,72,14,3,0.21428571428571427,18,8,0.4444444444444444,792214.0,20,10,50825,169228
AMZN_USR_31943,1,29,5,9,2,2,1,2,218.9600,7,"","","","","","","","","",2024-12-31T06:57:46.000Z,65,29,5,0.1724137931034483,"","",0.0,1869876.4,28,6,351067,366027
AMZN_USR_24350,1,14,3,9,2,2,0,1,75.9800,2,2,119.9700,3,0,0.0000,0,0,0.0000,0,2024-12-29T16:02:36.000Z,25,14,3,0.21428571428571427,"","",0.0,1142802.8333333333,33,6,103645,144771
AMZN_USR_48850,1,15,3,3,2,3,1,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T10:22:49.000Z,30,15,3,0.2,"","",0.0,1147531.3333333333,11,3,49031,144692
AMZN_USR_42194,1,15,1,6,1,0,0,"","","","","","","","","","","","",2024-12-27T12:56:52.000Z,97,15,1,0.06666666666666667,33,7,0.21212121212121213,975947.1428571428,22,8,302795,281055
AMZN_USR_27763,1,9,4,5,1,1,1,"","","","","","","","","","","","",2024-12-31T15:23:26.000Z,23,9,4,0.4444444444444444,"","",0.0,1032456.4,8,5,41013,348993
AMZN_USR_21013,1,12,5,7,1,3,0,"","","","","","","","","","","","",2024-12-31T20:29:57.000Z,76,12,5,0.4166666666666667,"","",0.0,1732108.142857143,19,7,12603,785274
AMZN_USR_20448,1,30,7,17,5,6,0,"","","","","","","","","","","","",2024-12-31T12:21:41.000Z,48,30,7,0.23333333333333334,"","",0.0,658757.0476190476,18,7,42069,488924
AMZN_USR_25267,1,11,1,7,1,2,0,"","","","","","","","","","","","",2024-12-31T15:39:54.000Z,45,11,1,0.09090909090909091,8,1,0.125,654530.0,16,2,51127,1200642
AMZN_USR_28542,1,18,6,7,5,3,3,"","","","","","","","","","","","",2024-12-31T10:44:36.000Z,76,18,6,0.3333333333333333,9,2,0.2222222222222222,981131.5357142857,31,8,47106,117075
AMZN_USR_23565,1,17,4,9,4,2,1,"","","","","","","","","","","","",2024-12-31T17:19:29.000Z,35,17,4,0.23529411764705882,"","",0.0,1086882.4,15,5,24031,262576
AMZN_USR_52287,1,9,2,4,1,1,1,"","","","","","","","","","","","",2024-12-30T13:40:41.000Z,64,9,2,0.2222222222222222,"","",0.0,1070500.1904761905,22,7,83835,123559
AMZN_USR_41801,1,11,0,8,0,1,0,"","","","","","","","","","","","",2024-12-27T07:13:06.000Z,50,11,0,0.0,"","",0.0,"",9,0,406014,""
AMZN_USR_38055,1,41,6,24,3,6,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T21:09:49.000Z,102,41,6,0.14634146341463414,13,1,0.07692307692307693,678356.1111111111,27,7,162442,314054
AMZN_USR_21900,1,25,5,13,2,6,2,"","","","","","","","","","","","",2024-12-31T08:00:34.000Z,56,25,5,0.2,"","",0.0,821165.4358974359,24,13,57566,211668
AMZN_USR_43435,1,12,3,5,1,2,1,"","","","","","","","","","","","",2024-12-31T06:08:13.000Z,20,12,3,0.25,"","",0.0,1362766.0,9,3,64307,208243
AMZN_USR_22878,1,25,9,11,5,4,1,"","","","","","","","","","","","",2024-12-31T14:51:40.000Z,46,25,9,0.36,"","",0.0,645436.1666666666,18,8,140151,326907
AMZN_USR_33682,1,24,1,11,1,4,1,"","","","","","","","","","","","",2024-12-30T17:36:54.000Z,44,24,1,0.041666666666666664,"","",0.0,"",16,1,281071,109386
AMZN_USR_29120,1,10,1,5,1,2,1,"","","","","","","","","","","","",2024-12-30T20:44:10.000Z,44,10,1,0.1,"","",0.0,"",9,1,137577,98150
AMZN_USR_34063,1,10,0,5,0,0,0,"","","","","","","","","","","","",2024-12-31T05:34:00.000Z,17,10,0,0.0,"","",0.0,"",8,0,475064,""
AMZN_USR_23053,1,24,5,12,4,6,1,"","","","","","","","","","","","",2024-12-31T15:06:54.000Z,120,24,5,0.20833333333333334,28,8,0.2857142857142857,1546898.6583333334,47,13,58203,289182
AMZN_USR_43764,1,10,5,4,1,1,0,"","","","","","","","","","","","",2024-12-31T04:47:21.000Z,53,10,5,0.5,"","",0.0,590750.0,9,5,95331,842888
AMZN_USR_27273,1,14,2,10,2,4,1,"","","",2,211.9400,6,0,0.0000,0,0,0.0000,0,2024-12-31T19:38:32.000Z,49,14,2,0.14285714285714285,"","",0.0,1154046.9333333333,19,6,15688,313419
AMZN_USR_38847,1,19,6,11,2,6,0,"","","","","","","","","","","","",2024-12-31T20:00:45.000Z,42,19,6,0.3157894736842105,"","",0.0,731753.3333333334,16,5,27933,459139
AMZN_USR_26989,1,8,4,5,3,2,0,"","","","","","","","","","","","",2024-12-30T07:16:39.000Z,16,8,4,0.5,"","",0.0,695158.8333333334,8,4,146601,438363
AMZN_USR_32797,1,24,3,12,1,1,1,"","","",2,89.0000,5,0,0.0000,0,0,0.0000,0,2024-12-31T12:38:07.000Z,47,24,3,0.125,"","",0.0,1190781.6,18,4,205108,236234
AMZN_USR_50783,1,24,3,13,3,4,0,"","","","","","","","","","","","",2024-12-30T15:02:52.000Z,63,24,3,0.125,10,1,0.1,424441.8333333333,20,4,163616,506557
AMZN_USR_30463,1,18,5,9,3,4,1,"","","",2,304.0000,7,1,144.0000,3,0,0.0000,0,2024-12-31T13:53:16.000Z,33,18,5,0.2777777777777778,"","",0.0,1250896.6,14,5,36404,39485
AMZN_USR_44208,1,24,2,12,1,3,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T19:59:00.000Z,47,24,2,0.08333333333333333,"","",0.0,665283.0,16,2,69486,1199813
AMZN_USR_40094,1,18,2,8,1,4,0,"","","",3,310.4700,10,1,162.0000,4,1,162.0000,4,2024-12-31T09:45:52.000Z,26,18,2,0.1111111111111111,"","",0.0,1202811.3333333333,13,3,58987,790069
AMZN_USR_26219,1,15,0,8,0,2,0,"","","","","","","","","","","","",2024-12-31T21:42:36.000Z,32,15,0,0.0,"","",0.0,"",18,1,64574,2933660
AMZN_USR_36480,1,11,5,7,3,3,1,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T02:18:38.000Z,29,11,5,0.45454545454545453,"","",0.0,1149888.6,8,5,264206,78082
AMZN_USR_38388,1,27,8,16,2,6,1,"","","","","","","","","","","","",2024-12-31T12:28:53.000Z,86,27,8,0.2962962962962963,"","",0.0,845719.1071428572,20,7,41467,352748
AMZN_USR_45003,1,16,2,11,0,4,0,"","","","","","","","","","","","",2024-12-31T09:36:02.000Z,30,16,2,0.125,"","",0.0,453129.0,13,2,327105,1584808
AMZN_USR_51994,1,25,5,11,3,6,1,"","","","","","","","","","","","",2024-12-31T20:23:42.000Z,78,25,5,0.2,"","",0.0,1233000.2,17,5,74285,12978
AMZN_USR_46211,1,34,5,15,1,4,0,"","","","","","","","","","","","",2024-12-30T18:06:25.000Z,128,34,5,0.14705882352941177,"","",0.0,850438.6428571428,22,5,208856,561890
AMZN_USR_51568,1,15,3,5,1,0,0,"","","","","","","","","","","","",2024-12-24T10:15:17.000Z,30,15,3,0.2,"","",0.0,644963.3333333334,13,3,654283,1235201
AMZN_USR_18426,1,12,4,4,1,2,0,"","","","","","","","","","","","",2024-12-29T03:12:46.000Z,51,12,4,0.3333333333333333,"","",0.0,735321.0,11,4,247634,782747
AMZN_USR_29329,1,22,6,6,4,3,1,"","","","","","","","","","","","",2024-12-31T21:05:10.000Z,42,22,6,0.2727272727272727,"","",0.0,996397.7333333333,24,7,130646,10490
AMZN_USR_19298,1,23,1,10,1,1,0,"","","","","","","","","","","","",2024-12-31T14:23:13.000Z,45,23,1,0.043478260869565216,"","",0.0,1380408.7727272727,30,11,34607,626931
AMZN_USR_26790,1,8,3,3,2,1,0,"","","","","","","","","","","","",2024-12-30T19:32:57.000Z,20,8,3,0.375,"","",0.0,1869184.5555555555,30,9,102423,490052
AMZN_USR_28260,1,25,11,12,8,2,1,"","","",4,224.9700,14,1,39.0000,3,0,0.0000,0,2024-12-31T05:51:09.000Z,64,25,11,0.44,"","",0.0,663785.0181818182,18,9,157515,132425
AMZN_USR_18949,1,22,6,5,3,2,1,"","","","","","","","","","","","",2024-12-31T01:44:13.000Z,48,22,6,0.2727272727272727,"","",0.0,768452.6666666666,15,6,80147,282544
AMZN_USR_37992,1,18,5,5,3,2,1,"","","","","","","","","","","","",2024-12-31T21:30:39.000Z,44,18,5,0.2777777777777778,"","",0.0,1176758.0666666667,14,5,8961,23065
AMZN_USR_46390,1,22,3,12,0,6,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T06:18:35.000Z,92,22,3,0.13636363636363635,"","",0.0,1262966.2,25,5,63685,1593496
AMZN_USR_45923,1,14,0,5,0,4,0,"","","","","","","","","","","","",2024-12-31T13:33:33.000Z,59,14,0,0.0,"","",0.0,"",12,0,37587,""
AMZN_USR_24394,1,13,3,6,1,1,1,"","","",2,226.5000,7,1,120.0000,4,0,0.0000,0,2024-12-29T15:03:47.000Z,36,13,3,0.23076923076923078,"","",0.0,993056.6,19,5,82971,219290
AMZN_USR_37445,1,13,2,6,1,2,0,"","","","","","","","","","","","",2024-12-31T07:04:59.000Z,20,13,2,0.15384615384615385,"","",0.0,1597956.0,12,2,60901,851558
AMZN_USR_44468,1,11,2,4,0,2,0,"","","","","","","","","","","","",2024-12-31T21:07:37.000Z,47,11,2,0.18181818181818182,10,3,0.3,748395.4,16,4,10343,1239135
AMZN_USR_27934,1,10,0,2,0,2,0,"","","","","","","","","","","","",2024-12-30T12:43:53.000Z,24,10,0,0.0,"","",0.0,"",9,0,223437,""
AMZN_USR_18809,1,14,5,5,3,0,2,"","","","","","","","","","","","",2024-12-29T05:14:18.000Z,60,14,5,0.35714285714285715,"","",0.0,823114.8,12,3,515153,386871
AMZN_USR_28809,1,29,6,18,1,1,1,1,55.9800,2,"","","","","","","","","",2024-12-31T16:11:12.000Z,107,29,6,0.20689655172413793,11,4,0.36363636363636365,1099602.6818181819,35,11,28128,287166
AMZN_USR_26614,1,13,1,5,1,1,0,"","","","","","","","","","","","",2024-12-27T14:19:44.000Z,20,13,1,0.07692307692307693,"","",0.0,1278767.8333333333,21,4,380416,1240527
AMZN_USR_25507,1,26,3,12,0,4,0,"","","","","","","","","","","","",2024-12-31T19:41:54.000Z,52,26,3,0.11538461538461539,"","",0.0,110188.66666666667,18,3,40438,1306163
AMZN_USR_46476,1,10,2,5,1,1,1,"","","","","","","","","","","","",2024-12-30T08:41:38.000Z,44,10,2,0.2,7,1,0.14285714285714285,2603926.2,23,5,61525,141502
AMZN_USR_42919,1,12,4,5,3,2,0,"","","","","","","","","","","","",2024-12-31T21:16:42.000Z,64,12,4,0.3333333333333333,26,3,0.11538461538461539,906927.4285714285,23,7,9798,438622
AMZN_USR_43842,1,12,4,8,3,3,1,"","","","","","","","","","","","",2024-12-31T20:25:08.000Z,22,12,4,0.3333333333333333,"","",0.0,1167019.5,10,4,278395,12892
AMZN_USR_19501,1,11,2,10,1,4,0,"","","","","","","","","","","","",2024-12-31T15:42:26.000Z,19,11,2,0.18181818181818182,"","",0.0,1456104.0,11,2,29854,1073563
AMZN_USR_45175,1,24,3,9,2,2,1,"","","","","","","","","","","","",2024-12-29T04:29:33.000Z,71,24,3,0.125,"","",0.0,1510554.0,14,3,261918,243027
AMZN_USR_32647,1,17,2,8,0,5,0,"","","","","","","","","","","","",2024-12-31T04:09:31.000Z,55,17,2,0.11764705882352941,"","",0.0,709785.0,14,2,108067,1494759
AMZN_USR_39388,1,9,1,5,0,2,0,"","","",1,81.0000,2,0,0.0000,0,0,0.0000,0,2024-12-30T23:17:44.000Z,18,9,1,0.1111111111111111,"","",0.0,"",9,1,232449,2064819
AMZN_USR_46486,1,7,3,2,2,1,1,"","","",2,220.9300,7,0,0.0000,0,0,0.0000,0,2024-12-29T14:38:43.000Z,40,7,3,0.42857142857142855,9,1,0.1111111111111111,1279262.8333333333,14,4,73826,154357
AMZN_USR_40481,1,7,3,3,1,0,0,"","","","","","","","","","","","",2024-12-29T19:57:34.000Z,17,7,3,0.42857142857142855,"","",0.0,742064.6666666666,6,3,646961,625228
AMZN_USR_41732,1,22,7,8,1,4,0,"","","","","","","","","","","","",2024-12-31T16:03:58.000Z,81,22,7,0.3181818181818182,"","",0.0,793187.619047619,17,7,121554,486200
AMZN_USR_23446,1,4,2,3,1,1,1,"","","","","","","","","","","","",2024-12-30T13:39:16.000Z,25,4,2,0.5,"","",0.0,1391277.0,4,2,303135,127521
AMZN_USR_45236,1,35,9,16,6,8,3,"","","","","","","","","","","","",2024-12-31T18:21:05.000Z,78,35,9,0.2571428571428571,"","",0.0,853798.6,26,9,20335,89761
AMZN_USR_20538,1,7,2,3,0,0,0,"","","","","","","","","","","","",2024-12-24T15:54:02.000Z,32,7,2,0.2857142857142857,"","",0.0,1686076.3333333333,12,4,633958,2052848
AMZN_USR_23721,1,23,6,11,6,4,3,"","","",1,41.9700,3,1,41.9700,3,1,41.9700,3,2024-12-31T10:17:37.000Z,51,23,6,0.2608695652173913,"","",0.0,815341.2857142857,19,7,175534,180404
AMZN_USR_49478,1,10,5,4,3,0,2,"","","","","","","","","","","","",2024-12-31T12:04:12.000Z,42,10,5,0.5,10,2,0.2,1651400.0147058824,35,16,57931,42948
AMZN_USR_39012,1,7,1,4,1,3,0,"","","",1,84.0000,3,1,84.0000,3,0,0.0000,0,2024-12-29T21:29:22.000Z,19,7,1,0.14285714285714285,"","",0.0,"",6,1,286815,1011297
AMZN_USR_42837,1,23,2,8,2,3,2,"","","","","","","","","","","","",2024-12-31T18:10:24.000Z,45,23,2,0.08695652173913043,"","",0.0,61600.0,16,2,149418,253745
AMZN_USR_39046,1,10,2,8,0,4,0,"","","","","","","","","","","","",2024-12-31T12:43:25.000Z,22,10,2,0.2,"","",0.0,285029.3333333333,9,3,40595,2166356
AMZN_USR_39089,1,19,3,7,3,2,1,"","","","","","","","","","","","",2024-12-30T18:15:58.000Z,116,19,3,0.15789473684210525,7,1,0.14285714285714285,695170.6666666666,17,4,137385,107042
AMZN_USR_48660,1,10,1,4,0,2,0,"","","","","","","","","","","","",2024-12-31T01:06:20.000Z,19,10,1,0.1,"","",0.0,2077131.3333333333,19,4,211081,1643154
AMZN_USR_33522,1,22,4,8,2,2,0,"","","","","","","","","","","","",2024-12-31T04:29:42.000Z,98,22,4,0.18181818181818182,"","",0.0,724610.8333333334,18,4,229134,946757
AMZN_USR_22538,1,36,9,16,5,8,1,1,167.9600,4,5,411.9400,13,3,328.9400,8,1,107.9700,3,2024-12-31T18:50:49.000Z,74,36,9,0.25,"","",0.0,820468.0555555555,20,8,18551,421803
AMZN_USR_24072,1,9,3,5,2,0,1,"","","","","","","","","","","","",2024-12-28T04:47:09.000Z,22,9,3,0.3333333333333333,"","",0.0,1464675.3333333333,20,3,500940,328371
AMZN_USR_38731,1,6,3,3,1,1,1,"","","","","","","","","","","","",2024-12-31T05:01:49.000Z,18,6,3,0.5,"","",0.0,1359955.3333333333,6,3,348990,68291
AMZN_USR_30545,1,17,3,10,1,4,0,"","","","","","","","","","","","",2024-12-31T01:46:10.000Z,73,17,3,0.17647058823529413,0,0,0.0,1690283.607142857,23,8,80030,1106551
AMZN_USR_20580,1,16,0,9,0,4,0,"","","","","","","","","","","","",2024-12-31T10:32:41.000Z,26,16,0,0.0,"","",0.0,"",12,0,48439,""
AMZN_USR_33500,1,7,1,1,0,0,0,"","","","","","","","","","","","",2024-12-22T12:56:44.000Z,39,7,1,0.14285714285714285,"","",0.0,1094044.0,17,3,272034,875903
AMZN_USR_36255,1,8,1,4,0,0,0,"","","",1,100.0000,2,0,0.0000,0,0,0.0000,0,2024-12-28T12:17:38.000Z,98,8,1,0.125,37,9,0.24324324324324326,1853732.303030303,39,12,147514,72133
AMZN_USR_19377,1,30,4,18,2,6,0,"","","",0,0.0000,0,0,0.0000,0,0,0.0000,0,2024-12-31T13:05:47.000Z,88,30,4,0.13333333333333333,"","",0.0,953584.0,23,4,76210,776915
AMZN_USR_34508,1,10,2,8,0,3,0,"","","","","","","","","","","","",2024-12-31T08:07:10.000Z,23,10,2,0.2,"","",0.0,46769.0,11,2,57170,2145937
AMZN_USR_22634,1,18,11,5,6,1,1,"","","","","","","","","","","","",2024-12-30T17:52:17.000Z,120,18,11,0.6111111111111112,"","",0.0,917667.3090909091,13,11,140807,108463
AMZN_USR_43737,1,9,4,3,1,2,0,"","","","","","","","","","","","",2024-12-31T16:04:08.000Z,58,9,4,0.4444444444444444,"","",0.0,731647.1666666666,9,4,28552,974117
AMZN_USR_43687,1,9,4,2,2,1,2,"","","","","","","","","","","","",2024-12-31T04:37:17.000Z,44,9,4,0.4444444444444444,"","",0.0,1243072.8333333333,7,4,258042,145065
AMZN_USR_47283,1,28,7,14,3,8,1,"","","","","","","","","","","","",2024-12-31T08:33:36.000Z,124,28,7,0.25,10,4,0.4,869148.8727272727,24,9,55584,206326
AMZN_USR_29113,1,11,3,7,2,1,1,"","","","","","","","","","","","",2024-12-31T10:33:40.000Z,87,11,3,0.2727272727272727,20,5,0.25,835536.6071428572,21,8,48380,239139
AMZN_USR_52364,1,12,1,4,1,1,0,"","","","","","","","","","","","",2024-12-31T11:53:46.000Z,25,12,1,0.08333333333333333,"","",0.0,"",11,1,43574,681823
AMZN_USR_43874,1,22,7,12,4,3,2,"","","","","","","","","","","","",2024-12-31T15:27:39.000Z,49,22,7,0.3181818181818182,"","",0.0,1073394.4761904762,17,7,30741,158992
AMZN_USR_29100,1,14,5,9,5,3,1,"","","","","","","","","","","","",2024-12-31T18:16:20.000Z,42,14,5,0.35714285714285715,"","",0.0,364547.8,12,3,20620,408449
AMZN_USR_38961,1,18,2,6,1,1,0,"","","","","","","","","","","","",2024-12-30T08:01:41.000Z,40,18,2,0.1111111111111111,"","",0.0,1544090.0,16,2,411542,687294
AMZN_USR_51833,1,15,7,7,3,3,1,"","","","","","","","","","","","",2024-12-31T09:53:06.000Z,73,15,7,0.4666666666666667,"","",0.0,796420.6666666666,12,7,50814,261962
AMZN_USR_41960,1,16,4,8,3,1,3,"","","","","","","","","","","","",2024-12-31T16:48:56.000Z,102,16,4,0.25,"","",0.0,1067673.5,13,3,276632,68486
AMZN_USR_18460,1,9,3,4,2,0,0,3,263.4600,7,"","","","","","","","","",2024-12-31T18:23:28.000Z,60,9,3,0.3333333333333333,"","",0.0,2044349.6,21,6,513751,540644
AMZN_USR_30686,1,11,4,3,3,1,1,"","","","","","","","","","","","",2024-12-31T04:31:18.000Z,52,11,4,0.36363636363636365,"","",0.0,1156060.5,9,4,200821,70122
AMZN_USR_50659,1,13,2,7,1,2,0,"","","",1,39.9800,2,1,39.9800,2,1,39.9800,2,2024-12-31T13:25:19.000Z,99,13,2,0.15384615384615385,"","",0.0,1667716.0,10,2,60600,651437
AMZN_USR_46654,1,15,4,8,1,4,0,"","","","","","","","","","","","",2024-12-30T09:46:43.000Z,31,15,4,0.26666666666666666,"","",0.0,1253428.4444444445,37,8,137597,956487
AMZN_USR_42456,1,14,7,5,0,1,0,2,115.9600,8,"","","","","","","","","",2024-12-30T07:11:05.000Z,110,14,7,0.5,"","",0.0,1562582.8363636364,27,10,156818,1329527
AMZN_USR_46648,1,11,1,8,0,3,0,"","","","","","","","","","","","",2024-12-30T17:41:41.000Z,28,11,1,0.09090909090909091,"","",0.0,734024.5333333333,21,6,103008,1106953
AMZN_USR_39960,1,30,5,16,3,6,0,"","","","","","","","","","","","",2024-12-31T18:17:58.000Z,58,30,5,0.16666666666666666,"","",0.0,653975.2,20,5,20522,753118
AMZN_USR_22761,1,11,4,7,1,2,0,"","","",3,315.9300,9,2,245.9300,7,0,0.0000,0,2024-12-31T20:46:42.000Z,23,11,4,0.36363636363636365,"","",0.0,682025.6666666666,9,4,11598,918084
AMZN_USR_45051,1,18,2,7,1,2,0,1,59.9600,4,4,326.9400,13,1,39.0000,3,0,0.0000,0,2024-12-31T05:53:30.000Z,76,18,2,0.1111111111111111,9,1,0.1111111111111111,874528.3333333334,20,4,27281,1102037
AMZN_USR_47339,1,14,1,5,0,2,0,"","","","","","","","","","","","",2024-12-31T04:49:50.000Z,60,14,1,0.07142857142857142,"","",0.0,"",13,1,220225,1984117
AMZN_USR_34385,1,8,2,4,1,2,1,1,155.9600,4,1,43.5000,3,0,0.0000,0,0,0.0000,0,2024-12-31T19:37:30.000Z,72,8,2,0.25,"","",0.0,1855198.857142857,23,8,85905,15750
AMZN_USR_34271,1,9,3,2,1,0,0,"","","","","","","","","","","","",2024-12-29T16:24:32.000Z,54,9,3,0.3333333333333333,"","",0.0,1118616.6666666667,8,3,631762,487425
AMZN_USR_19693,1,25,7,17,5,5,2,"","","","","","","","","","","","",2024-12-31T12:31:15.000Z,72,25,7,0.28,11,2,0.18181818181818182,749874.0555555555,20,8,41325,163878
AMZN_USR_21504,1,15,0,5,0,1,0,"","","","","","","","","","","","",2024-12-31T08:48:57.000Z,84,15,0,0.0,15,2,0.13333333333333333,499958.0,20,2,63283,835310
AMZN_USR_26700,1,28,8,17,3,6,1,4,294.4300,20,"","","","","","","","","",2024-12-31T14:55:58.000Z,80,28,8,0.2857142857142857,12,4,0.3333333333333333,913162.4545454546,23,10,32642,278558
AMZN_USR_37694,1,36,10,16,6,8,2,"","","","","","","","","","","","",2024-12-31T18:43:34.000Z,69,36,10,0.2777777777777778,"","",0.0,864416.8222222222,22,8,18986,181461
