user_id,user_id_type,customer_search_term,dma_code,postal_code,device_type,browser_family,operating_system,search_campaign_cnt,total_impressions_30d,total_clicks_30d,total_impressions_15d,total_clicks_15d,total_impressions_5d,total_clicks_5d,total_conversions_after_30d,total_revenue_after_30d,total_quantity_after_30d,total_conversions_before_30d,total_revenue_before_30d,total_quantity_before_30d,total_conversions_before_15d,total_revenue_before_15d,total_quantity_before_15d,total_conversions_before_5d,total_revenue_before_5d,total_quantity_before_5d,last_event_dt_before
AMZN_USR_31822,adUserId,coffee,"","","","","",1,4,1,4,1,4,1,0,0.0000,0,9,234.4600,7,8,234.4600,7,8,234.4600,7,""
AMZN_USR_31822,adUserId,buy coffee maker,"","","","","",1,9,4,9,4,9,4,0,0.0000,0,9,234.4600,7,8,234.4600,7,8,234.4600,7,""
AMZN_USR_25297,adUserId,buy coffee maker,"","","","","",1,2,1,2,1,2,1,1,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_25297,adUserId,coffee,"","","","","",1,9,3,9,3,9,3,1,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_48778,adUserId,coffee,"","","","","",4,30,5,30,5,30,5,0,0.0000,0,19,0.0000,0,19,0.0000,0,19,0.0000,0,""
AMZN_USR_48778,adUserId,buy coffee maker,"","","","","",4,35,5,35,5,35,5,0,0.0000,0,19,0.0000,0,19,0.0000,0,19,0.0000,0,""
AMZN_USR_24680,adBrowserId,buy coffee maker,"","","","","",2,14,3,14,3,14,3,0,0.0000,0,9,0.0000,0,8,0.0000,0,8,0.0000,0,""
AMZN_USR_24680,adBrowserId,coffee,"","","","","",3,7,3,7,3,7,3,0,0.0000,0,9,0.0000,0,8,0.0000,0,8,0.0000,0,""
AMZN_USR_21240,sisDeviceId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,9,80.0000,3,7,0.0000,0,7,0.0000,0,""
AMZN_USR_30555,sisDeviceId,buy coffee maker,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,11,0.0000,0,8,0.0000,0,8,0.0000,0,""
AMZN_USR_30555,sisDeviceId,coffee,"","","","","",1,5,2,5,2,5,2,0,0.0000,0,11,0.0000,0,8,0.0000,0,8,0.0000,0,""
AMZN_USR_26015,adBrowserId,buy coffee maker,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,19,0.0000,0,17,0.0000,0,13,0.0000,0,""
AMZN_USR_26015,adBrowserId,coffee,"","","","","",1,10,2,10,2,10,2,0,0.0000,0,19,0.0000,0,17,0.0000,0,13,0.0000,0,""
AMZN_USR_46680,sisDeviceId,buy coffee maker,"","","","","",1,15,1,15,1,15,1,0,0.0000,0,2,0.0000,0,1,0.0000,0,1,0.0000,0,""
AMZN_USR_46680,sisDeviceId,coffee,"","","","","",1,10,0,10,0,10,0,0,0.0000,0,2,0.0000,0,1,0.0000,0,1,0.0000,0,""
AMZN_USR_48573,sisDeviceId,buy coffee maker,"","","","","",1,6,0,6,0,6,0,0,0.0000,0,14,220.8700,13,11,220.8700,13,10,220.8700,13,""
AMZN_USR_48573,sisDeviceId,coffee,"","","","","",1,7,1,7,1,7,1,0,0.0000,0,14,220.8700,13,11,220.8700,13,10,220.8700,13,""
AMZN_USR_34894,adUserId,coffee,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,8,0.0000,0,6,0.0000,0,3,0.0000,0,""
AMZN_USR_35028,sisDeviceId,buy coffee maker,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,4,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_35028,sisDeviceId,coffee,"","","","","",1,5,1,5,1,5,1,0,0.0000,0,4,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_19373,adBrowserId,coffee,"","","","","",2,17,5,17,5,17,5,0,0.0000,0,35,344.9200,23,32,344.9200,23,28,344.9200,23,""
AMZN_USR_19373,adBrowserId,buy coffee maker,"","","","","",2,12,1,12,1,12,1,0,0.0000,0,35,344.9200,23,32,344.9200,23,28,344.9200,23,""
AMZN_USR_35327,adBrowserId,coffee,"","","","","",1,4,0,4,0,4,0,0,0.0000,0,9,0.0000,0,7,0.0000,0,5,0.0000,0,""
AMZN_USR_35327,adBrowserId,buy coffee maker,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,9,0.0000,0,7,0.0000,0,5,0.0000,0,""
AMZN_USR_43457,adBrowserId,coffee,"","","","","",1,2,2,2,2,2,2,2,0.0000,0,6,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_43457,adBrowserId,buy coffee maker,"","","","","",1,11,1,11,1,11,1,2,0.0000,0,6,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_47163,sisDeviceId,coffee,"","","","","",1,6,3,6,3,6,3,0,0.0000,0,14,0.0000,0,10,0.0000,0,9,0.0000,0,""
AMZN_USR_47163,sisDeviceId,buy coffee maker,"","","","","",1,5,2,5,2,5,2,0,0.0000,0,14,0.0000,0,10,0.0000,0,9,0.0000,0,""
AMZN_USR_28096,adUserId,buy coffee maker,"","","","","",1,13,1,13,1,13,1,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_28096,adUserId,coffee,"","","","","",1,2,3,2,3,2,3,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_42323,adBrowserId,coffee,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,3,0.0000,0,0,0.0000,0,0,0.0000,0,""
AMZN_USR_42323,adBrowserId,buy coffee maker,"","","","","",1,2,0,2,0,2,0,0,0.0000,0,3,0.0000,0,0,0.0000,0,0,0.0000,0,""
AMZN_USR_45494,adBrowserId,coffee,"","","","","",1,2,0,2,0,2,0,0,0.0000,0,18,349.9300,12,12,349.9300,12,3,349.9300,12,""
AMZN_USR_45494,adBrowserId,buy coffee maker,"","","","","",1,2,1,2,1,2,1,0,0.0000,0,18,349.9300,12,12,349.9300,12,3,349.9300,12,""
AMZN_USR_34924,adUserId,buy coffee maker,"","","","","",1,2,1,2,1,2,1,0,0.0000,0,18,0.0000,0,14,0.0000,0,10,0.0000,0,""
AMZN_USR_22629,sisDeviceId,buy coffee maker,"","","","","",2,14,0,14,0,14,0,0,0.0000,0,6,0.0000,0,4,0.0000,0,3,0.0000,0,""
AMZN_USR_22629,sisDeviceId,coffee,"","","","","",1,11,0,11,0,11,0,0,0.0000,0,6,0.0000,0,4,0.0000,0,3,0.0000,0,""
AMZN_USR_31153,adUserId,coffee,"","","","","",1,8,4,7,1,1,1,0,0.0000,0,9,0.0000,0,5,0.0000,0,4,0.0000,0,2024-12-27T14:40:45.000Z
AMZN_USR_31153,adUserId,buy coffee maker,"","","","","",1,7,2,2,1,1,0,0,0.0000,0,9,0.0000,0,5,0.0000,0,4,0.0000,0,2024-12-27T16:44:29.000Z
AMZN_USR_35190,sisDeviceId,buy coffee maker,"","","","","",2,16,2,16,2,16,2,0,0.0000,0,8,0.0000,0,8,0.0000,0,8,0.0000,0,2024-12-31T22:37:44.000Z
AMZN_USR_35190,sisDeviceId,coffee,"","","","","",2,10,3,10,3,10,3,0,0.0000,0,8,0.0000,0,8,0.0000,0,8,0.0000,0,""
AMZN_USR_48709,adUserId,coffee,"","","","","",1,3,2,3,2,3,2,1,0.0000,0,5,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_48709,adUserId,buy coffee maker,"","","","","",1,9,0,9,0,9,0,1,0.0000,0,5,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_21898,adUserId,coffee,"","","","","",1,6,0,6,0,6,0,0,0.0000,0,13,0.0000,0,12,0.0000,0,12,0.0000,0,""
AMZN_USR_21898,adUserId,buy coffee maker,"","","","","",1,7,2,7,2,7,2,0,0.0000,0,13,0.0000,0,12,0.0000,0,12,0.0000,0,""
AMZN_USR_29481,sisDeviceId,coffee,"","","","","",1,4,2,4,2,4,2,0,0.0000,0,16,223.9600,8,10,223.9600,8,7,223.9600,8,""
AMZN_USR_29481,sisDeviceId,buy coffee maker,"","","","","",1,4,1,4,1,4,1,0,0.0000,0,16,223.9600,8,10,223.9600,8,7,223.9600,8,""
AMZN_USR_40510,adUserId,buy coffee maker,"","","","","",1,8,0,8,0,8,0,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_40510,adUserId,coffee,"","","","","",1,7,4,7,4,7,4,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_51495,sisDeviceId,buy coffee maker,"","","","","",1,18,2,18,2,18,2,0,0.0000,0,33,0.0000,0,28,0.0000,0,17,0.0000,0,""
AMZN_USR_51495,sisDeviceId,coffee,"","","","","",1,11,5,11,5,11,5,0,0.0000,0,33,0.0000,0,28,0.0000,0,17,0.0000,0,""
AMZN_USR_30842,adBrowserId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,14,0.0000,0,8,0.0000,0,5,0.0000,0,""
AMZN_USR_52320,sisDeviceId,coffee,"","","","","",1,10,1,10,1,10,1,0,0.0000,0,17,0.0000,0,13,0.0000,0,3,0.0000,0,""
AMZN_USR_52320,sisDeviceId,buy coffee maker,"","","","","",1,10,1,10,1,10,1,0,0.0000,0,17,0.0000,0,13,0.0000,0,3,0.0000,0,""
AMZN_USR_51137,adBrowserId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,13,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_51137,adBrowserId,coffee,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,13,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_45641,adBrowserId,coffee,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,6,0.0000,0,5,0.0000,0,2,0.0000,0,""
AMZN_USR_34941,sisDeviceId,coffee,"","","","","",1,8,5,8,5,8,5,0,0.0000,0,11,0.0000,0,9,0.0000,0,8,0.0000,0,""
AMZN_USR_34941,sisDeviceId,buy coffee maker,"","","","","",1,12,4,12,4,12,4,0,0.0000,0,11,0.0000,0,9,0.0000,0,8,0.0000,0,""
AMZN_USR_50121,sisDeviceId,coffee,"","","","","",1,4,2,4,2,4,2,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_50121,sisDeviceId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_30788,adBrowserId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,1,49.9900,4,0,0.0000,0,0,0.0000,0,""
AMZN_USR_48473,adBrowserId,buy coffee maker,"","","","","",2,7,2,7,2,7,2,2,0.0000,0,7,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_48473,adBrowserId,coffee,"","","","","",1,8,1,8,1,8,1,2,0.0000,0,7,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_31471,adUserId,coffee,"","","","","",3,13,2,11,0,8,0,0,0.0000,0,21,0.0000,0,15,0.0000,0,12,0.0000,0,2024-12-30T20:36:02.000Z
AMZN_USR_31471,adUserId,buy coffee maker,"","","","","",2,10,3,6,1,4,1,0,0.0000,0,21,0.0000,0,15,0.0000,0,12,0.0000,0,2024-12-31T13:44:07.000Z
AMZN_USR_24108,sisDeviceId,coffee,"","","","","",1,3,0,3,0,2,0,1,0.0000,0,3,0.0000,0,1,0.0000,0,1,0.0000,0,2024-12-31T11:36:16.000Z
AMZN_USR_24108,sisDeviceId,buy coffee maker,"","","","","",1,2,0,1,0,0,0,1,0.0000,0,3,0.0000,0,1,0.0000,0,1,0.0000,0,2024-12-26T23:37:58.000Z
AMZN_USR_22868,adBrowserId,coffee,"","","","","",1,13,1,13,1,13,1,0,0.0000,0,9,114.4800,3,7,114.4800,3,6,114.4800,3,""
AMZN_USR_22868,adBrowserId,buy coffee maker,"","","","","",1,9,2,9,2,9,2,0,0.0000,0,9,114.4800,3,7,114.4800,3,6,114.4800,3,""
AMZN_USR_45427,adUserId,coffee,"","","","","",1,3,0,3,0,3,0,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_45427,adUserId,buy coffee maker,"","","","","",1,6,1,6,1,6,1,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_45484,adUserId,coffee,"","","","","",1,6,0,6,0,6,0,0,0.0000,0,5,167.9400,13,5,167.9400,13,5,167.9400,13,""
AMZN_USR_45484,adUserId,buy coffee maker,"","","","","",1,5,0,5,0,5,0,0,0.0000,0,5,167.9400,13,5,167.9400,13,5,167.9400,13,""
AMZN_USR_37601,adBrowserId,buy coffee maker,"","","","","",2,5,1,5,1,5,1,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_37601,adBrowserId,coffee,"","","","","",2,8,1,8,1,8,1,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_48322,adUserId,coffee,"","","","","",1,6,2,6,2,6,2,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,2024-12-31T23:51:58.000Z
AMZN_USR_48322,adUserId,buy coffee maker,"","","","","",1,8,2,8,2,8,2,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_34145,adBrowserId,buy coffee maker,"","","","","",1,11,1,11,1,11,1,1,0.0000,0,19,0.0000,0,14,0.0000,0,11,0.0000,0,""
AMZN_USR_34145,adBrowserId,coffee,"","","","","",1,13,2,13,2,13,2,1,0.0000,0,19,0.0000,0,14,0.0000,0,11,0.0000,0,""
AMZN_USR_45115,adUserId,buy coffee maker,"","","","","",1,10,1,10,1,10,1,0,0.0000,0,5,0.0000,0,5,0.0000,0,4,0.0000,0,""
AMZN_USR_45115,adUserId,coffee,"","","","","",1,9,0,9,0,9,0,0,0.0000,0,5,0.0000,0,5,0.0000,0,4,0.0000,0,""
AMZN_USR_51749,adBrowserId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,1,0.0000,0,11,0.0000,0,10,0.0000,0,10,0.0000,0,""
AMZN_USR_51749,adBrowserId,coffee,"","","","","",1,1,0,1,0,1,0,1,0.0000,0,11,0.0000,0,10,0.0000,0,10,0.0000,0,""
AMZN_USR_39869,adBrowserId,buy coffee maker,"","","","","",2,6,2,6,2,6,2,0,0.0000,0,15,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_39869,adBrowserId,coffee,"","","","","",2,8,4,8,4,8,4,0,0.0000,0,15,0.0000,0,13,0.0000,0,13,0.0000,0,""
AMZN_USR_38569,adUserId,coffee,"","","","","",2,16,2,16,2,16,2,0,0.0000,0,21,0.0000,0,21,0.0000,0,21,0.0000,0,""
AMZN_USR_38569,adUserId,buy coffee maker,"","","","","",2,13,4,13,4,13,4,0,0.0000,0,21,0.0000,0,21,0.0000,0,21,0.0000,0,""
AMZN_USR_24286,adUserId,coffee,"","","","","",1,8,5,8,5,8,5,0,0.0000,0,14,254.9400,10,14,254.9400,10,14,254.9400,10,""
AMZN_USR_24286,adUserId,buy coffee maker,"","","","","",1,7,2,7,2,7,2,0,0.0000,0,14,254.9400,10,14,254.9400,10,14,254.9400,10,""
AMZN_USR_41938,adUserId,coffee,"","","","","",2,28,6,28,6,28,6,0,0.0000,0,14,0.0000,0,14,0.0000,0,14,0.0000,0,""
AMZN_USR_41938,adUserId,buy coffee maker,"","","","","",2,25,9,25,9,25,9,0,0.0000,0,14,0.0000,0,14,0.0000,0,14,0.0000,0,""
AMZN_USR_40569,sisDeviceId,coffee,"","","","","",1,3,2,3,2,3,2,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_40569,sisDeviceId,buy coffee maker,"","","","","",1,8,0,8,0,8,0,0,0.0000,0,2,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_22062,sisDeviceId,coffee,"","","","","",1,5,1,5,1,5,1,1,0.0000,0,11,0.0000,0,4,0.0000,0,3,0.0000,0,""
AMZN_USR_22062,sisDeviceId,buy coffee maker,"","","","","",1,4,1,4,1,4,1,1,0.0000,0,11,0.0000,0,4,0.0000,0,3,0.0000,0,""
AMZN_USR_19091,adBrowserId,buy coffee maker,"","","","","",1,3,1,3,1,3,1,0,0.0000,0,12,0.0000,0,6,0.0000,0,6,0.0000,0,""
AMZN_USR_19091,adBrowserId,coffee,"","","","","",2,9,2,9,2,9,2,0,0.0000,0,12,0.0000,0,6,0.0000,0,6,0.0000,0,""
AMZN_USR_37299,sisDeviceId,buy coffee maker,"","","","","",1,7,5,7,5,7,5,1,100.0000,4,19,0.0000,0,17,0.0000,0,17,0.0000,0,""
AMZN_USR_37299,sisDeviceId,coffee,"","","","","",1,4,3,4,3,4,3,1,100.0000,4,19,0.0000,0,17,0.0000,0,17,0.0000,0,""
AMZN_USR_26776,adUserId,buy coffee maker,"","","","","",1,4,0,4,0,4,0,0,0.0000,0,7,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_26776,adUserId,coffee,"","","","","",1,8,2,8,2,8,2,0,0.0000,0,7,0.0000,0,7,0.0000,0,7,0.0000,0,""
AMZN_USR_48484,adUserId,buy coffee maker,"","","","","",1,7,0,7,0,7,0,0,0.0000,0,3,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_48484,adUserId,coffee,"","","","","",1,12,2,12,2,12,2,0,0.0000,0,3,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_51701,adBrowserId,coffee,"","","","","",1,6,3,6,3,6,3,0,0.0000,0,16,0.0000,0,14,0.0000,0,7,0.0000,0,""
AMZN_USR_51701,adBrowserId,buy coffee maker,"","","","","",1,4,2,4,2,4,2,0,0.0000,0,16,0.0000,0,14,0.0000,0,7,0.0000,0,""
AMZN_USR_19353,sisDeviceId,coffee,"","","","","",1,4,1,4,1,4,1,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_19353,sisDeviceId,buy coffee maker,"","","","","",1,2,0,2,0,2,0,0,0.0000,0,5,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_38212,adUserId,buy coffee maker,"","","","","",2,5,0,5,0,5,0,0,0.0000,0,8,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_38212,adUserId,coffee,"","","","","",1,3,0,3,0,3,0,0,0.0000,0,8,0.0000,0,5,0.0000,0,5,0.0000,0,""
AMZN_USR_42499,adUserId,buy coffee maker,"","","","","",1,5,2,5,2,5,2,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_42499,adUserId,coffee,"","","","","",1,4,2,4,2,4,2,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_20786,adBrowserId,coffee,"","","","","",1,3,2,2,0,2,0,0,0.0000,0,22,0.0000,0,18,0.0000,0,13,0.0000,0,2024-12-29T13:27:00.000Z
AMZN_USR_20786,adBrowserId,buy coffee maker,"","","","","",1,7,3,3,1,0,0,0,0.0000,0,22,0.0000,0,18,0.0000,0,13,0.0000,0,2024-12-30T01:04:28.000Z
AMZN_USR_36375,sisDeviceId,coffee,"","","","","",2,1,1,1,1,1,1,0,0.0000,0,15,641.4100,37,11,450.9100,25,7,411.9400,20,""
AMZN_USR_36375,sisDeviceId,buy coffee maker,"","","","","",1,0,2,0,2,0,2,0,0.0000,0,15,641.4100,37,11,450.9100,25,7,411.9400,20,""
AMZN_USR_20635,adUserId,coffee,"","","","","",1,14,6,14,6,14,6,0,0.0000,0,17,0.0000,0,13,0.0000,0,11,0.0000,0,""
AMZN_USR_20635,adUserId,buy coffee maker,"","","","","",2,19,2,19,2,19,2,0,0.0000,0,17,0.0000,0,13,0.0000,0,11,0.0000,0,""
AMZN_USR_40730,adBrowserId,buy coffee maker,"","","","","",2,13,4,13,4,13,4,0,0.0000,0,12,0.0000,0,10,0.0000,0,10,0.0000,0,""
AMZN_USR_40730,adBrowserId,coffee,"","","","","",2,27,4,27,4,27,4,0,0.0000,0,12,0.0000,0,10,0.0000,0,10,0.0000,0,""
AMZN_USR_43407,sisDeviceId,buy coffee maker,"","","","","",1,3,0,3,0,3,0,0,0.0000,0,7,0.0000,0,4,0.0000,0,1,0.0000,0,""
AMZN_USR_43407,sisDeviceId,coffee,"","","","","",1,6,0,6,0,6,0,0,0.0000,0,7,0.0000,0,4,0.0000,0,1,0.0000,0,""
AMZN_USR_47768,adBrowserId,buy coffee maker,"","","","","",1,7,4,7,4,7,4,1,46.0000,4,14,0.0000,0,5,0.0000,0,4,0.0000,0,""
AMZN_USR_47768,adBrowserId,coffee,"","","","","",1,17,0,17,0,17,0,1,46.0000,4,14,0.0000,0,5,0.0000,0,4,0.0000,0,""
AMZN_USR_24633,sisDeviceId,coffee,"","","","","",1,5,2,3,2,2,1,0,0.0000,0,9,0.0000,0,8,0.0000,0,4,0.0000,0,2024-12-29T10:30:20.000Z
AMZN_USR_24633,sisDeviceId,buy coffee maker,"","","","","",1,5,0,4,0,0,0,0,0.0000,0,9,0.0000,0,8,0.0000,0,4,0.0000,0,2024-12-29T04:18:52.000Z
AMZN_USR_38419,adUserId,buy coffee maker,"","","","","",1,0,0,0,0,0,0,0,0.0000,0,10,0.0000,0,7,0.0000,0,5,0.0000,0,""
AMZN_USR_28787,adBrowserId,coffee,"","","","","",1,5,2,5,2,5,2,1,0.0000,0,14,0.0000,0,8,0.0000,0,6,0.0000,0,""
AMZN_USR_28787,adBrowserId,buy coffee maker,"","","","","",1,9,3,9,3,9,3,1,0.0000,0,14,0.0000,0,8,0.0000,0,6,0.0000,0,""
AMZN_USR_45598,adUserId,coffee,"","","","","",1,0,1,0,1,0,1,0,0.0000,0,6,0.0000,0,5,0.0000,0,3,0.0000,0,""
AMZN_USR_42819,sisDeviceId,buy coffee maker,"","","","","",2,12,0,12,0,12,0,0,0.0000,0,6,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_42819,sisDeviceId,coffee,"","","","","",2,4,1,4,1,4,1,0,0.0000,0,6,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_49777,adUserId,buy coffee maker,"","","","","",1,9,0,9,0,9,0,0,0.0000,0,3,0.0000,0,1,0.0000,0,1,0.0000,0,""
AMZN_USR_49777,adUserId,coffee,"","","","","",1,2,0,2,0,2,0,0,0.0000,0,3,0.0000,0,1,0.0000,0,1,0.0000,0,""
AMZN_USR_42620,adBrowserId,buy coffee maker,"","","","","",1,8,0,8,0,8,0,0,0.0000,0,10,0.0000,0,9,0.0000,0,7,0.0000,0,""
AMZN_USR_42620,adBrowserId,coffee,"","","","","",1,4,2,4,2,4,2,0,0.0000,0,10,0.0000,0,9,0.0000,0,7,0.0000,0,""
AMZN_USR_20156,adBrowserId,buy coffee maker,"","","","","",1,8,0,3,0,0,0,0,0.0000,0,4,0.0000,0,2,0.0000,0,1,0.0000,0,2024-12-28T05:48:31.000Z
AMZN_USR_20156,adBrowserId,coffee,"","","","","",1,12,1,8,0,3,0,0,0.0000,0,4,0.0000,0,2,0.0000,0,1,0.0000,0,2024-12-30T08:38:07.000Z
AMZN_USR_27740,adBrowserId,coffee,"","","","","",1,6,4,6,4,6,4,0,0.0000,0,14,0.0000,0,14,0.0000,0,14,0.0000,0,""
AMZN_USR_27740,adBrowserId,buy coffee maker,"","","","","",1,15,5,15,5,15,5,0,0.0000,0,14,0.0000,0,14,0.0000,0,14,0.0000,0,""
AMZN_USR_50284,adUserId,buy coffee maker,"","","","","",1,8,1,8,1,8,1,0,0.0000,0,15,0.0000,0,12,0.0000,0,7,0.0000,0,""
AMZN_USR_50284,adUserId,coffee,"","","","","",1,9,2,9,2,9,2,0,0.0000,0,15,0.0000,0,12,0.0000,0,7,0.0000,0,""
AMZN_USR_45454,adUserId,buy coffee maker,"","","","","",1,3,1,3,1,3,1,1,58.0000,4,34,0.0000,0,27,0.0000,0,22,0.0000,0,""
AMZN_USR_45454,adUserId,coffee,"","","","","",1,3,3,3,3,3,3,1,58.0000,4,34,0.0000,0,27,0.0000,0,22,0.0000,0,""
AMZN_USR_45090,sisDeviceId,coffee,"","","","","",1,2,1,2,1,2,1,0,0.0000,0,4,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_45090,sisDeviceId,buy coffee maker,"","","","","",1,7,2,7,2,7,2,0,0.0000,0,4,0.0000,0,3,0.0000,0,3,0.0000,0,""
AMZN_USR_28143,sisDeviceId,coffee,"","","","","",1,7,0,7,0,7,0,"","","","","","","","","","","","",""
AMZN_USR_28143,sisDeviceId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,"","","","","","","","","","","","",""
AMZN_USR_19388,adBrowserId,coffee,"","","","","",1,1,1,1,1,1,1,"","","","","","","","","","","","",""
AMZN_USR_35418,sisDeviceId,coffee,"","","","","",1,14,4,14,4,14,4,0,0.0000,0,14,263.9100,9,14,263.9100,9,14,263.9100,9,""
AMZN_USR_35418,sisDeviceId,buy coffee maker,"","","","","",1,14,3,14,3,14,3,0,0.0000,0,14,263.9100,9,14,263.9100,9,14,263.9100,9,""
AMZN_USR_19253,adBrowserId,coffee,"","","","","",2,5,2,5,2,5,2,0,0.0000,0,5,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_19253,adBrowserId,buy coffee maker,"","","","","",2,7,2,7,2,7,2,0,0.0000,0,5,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_20537,adBrowserId,buy coffee maker,"","","","","",1,4,4,4,4,4,4,1,0.0000,0,9,0.0000,0,9,0.0000,0,9,0.0000,0,""
AMZN_USR_20537,adBrowserId,coffee,"","","","","",1,5,1,5,1,5,1,1,0.0000,0,9,0.0000,0,9,0.0000,0,9,0.0000,0,""
AMZN_USR_23481,sisDeviceId,buy coffee maker,"","","","","",2,7,3,7,3,7,3,0,0.0000,0,18,100.0000,4,15,100.0000,4,13,100.0000,4,""
AMZN_USR_23481,sisDeviceId,coffee,"","","","","",2,16,4,16,4,16,4,0,0.0000,0,18,100.0000,4,15,100.0000,4,13,100.0000,4,""
AMZN_USR_33946,adUserId,coffee,"","","","","",1,9,1,9,1,9,1,0,0.0000,0,3,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_33946,adUserId,buy coffee maker,"","","","","",1,6,1,6,1,6,1,0,0.0000,0,3,0.0000,0,2,0.0000,0,2,0.0000,0,""
AMZN_USR_22125,sisDeviceId,coffee,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,4,0.0000,0,0,0.0000,0,0,0.0000,0,""
AMZN_USR_22125,sisDeviceId,buy coffee maker,"","","","","",1,1,0,1,0,1,0,0,0.0000,0,4,0.0000,0,0,0.0000,0,0,0.0000,0,""
AMZN_USR_37064,adBrowserId,coffee,"","","","","",2,5,2,5,2,5,2,0,0.0000,0,20,0.0000,0,17,0.0000,0,15,0.0000,0,""
AMZN_USR_37064,adBrowserId,buy coffee maker,"","","","","",1,5,2,5,2,5,2,0,0.0000,0,20,0.0000,0,17,0.0000,0,15,0.0000,0,""
AMZN_USR_41363,adBrowserId,coffee,"","","","","",1,13,0,13,0,13,0,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_41363,adBrowserId,buy coffee maker,"","","","","",1,9,5,9,5,9,5,0,0.0000,0,4,0.0000,0,4,0.0000,0,4,0.0000,0,""
AMZN_USR_31349,adBrowserId,buy coffee maker,"","","","","",1,14,4,9,2,3,0,0,0.0000,0,16,492.9700,16,12,436.9700,14,4,39.0000,3,2024-12-30T15:29:55.000Z
