user_id,recency,frequency,monetary,avg_order_value,total_impressions,total_clicks,click_through_rate,active_days,distinct_campaigns
AMZN_USR_39313,864000,1,75.0000,25.0000000000,"","","","",""
AMZN_USR_32257,7603200,1,99.9800,49.9900000000,146,46,0.3150684931506849,192,3
AMZN_USR_18899,3456000,7,744.8500,29.0657142857,229,68,0.2969432314410480,295,4
AMZN_USR_25757,6912000,1,75.9800,37.9900000000,130,39,0.3000000000000000,169,3
AMZN_USR_33015,1814400,2,255.9200,31.9900000000,269,69,0.2565055762081784,338,5
AMZN_USR_48119,5097600,2,172.0000,15.7142855000,65,24,0.3692307692307692,88,1
AMZN_USR_44593,2419200,9,807.3200,18.1726428889,164,38,0.2317073170731707,202,2
AMZN_USR_35307,6480000,4,264.9000,19.2425000000,88,24,0.2727272727272727,112,1
AMZN_USR_24113,5097600,2,143.9500,26.4900000000,26,8,0.3076923076923077,34,1
AMZN_USR_22051,4233600,2,173.5000,26.7500000000,134,42,0.3134328358208955,176,3
AMZN_USR_43849,3369600,5,557.8600,29.1920000000,227,61,0.2687224669603524,287,3
AMZN_USR_39983,1641600,2,143.9400,21.9900000000,162,43,0.2654320987654321,204,4
AMZN_USR_49788,1296000,4,274.4800,20.3420835000,175,48,0.2742857142857143,223,3
AMZN_USR_29849,5443200,2,202.4600,26.7450000000,65,22,0.3384615384615385,87,2
AMZN_USR_26715,5702400,12,1261.3200,31.4125000000,56,16,0.2857142857142857,69,1
AMZN_USR_37952,3628800,3,271.9200,22.6600000000,178,57,0.3202247191011236,235,4
AMZN_USR_40858,8640000,1,77.9800,38.9900000000,"","","","",""
AMZN_USR_29425,3283200,5,431.9400,21.7501332000,142,36,0.2535211267605634,178,3
AMZN_USR_49547,8467200,1,80.0000,20.0000000000,14,2,0.1428571428571429,16,1
AMZN_USR_49223,5011200,3,263.5000,18.8333333333,241,75,0.3112033195020747,315,4
AMZN_USR_28037,864000,4,131.9500,7.8635000000,146,44,0.3013698630136986,189,2
AMZN_USR_50103,1123200,10,884.3300,26.4206167000,176,58,0.3295454545454545,234,2
AMZN_USR_36964,2851200,2,132.9600,20.2450000000,27,8,0.2962962962962963,35,1
AMZN_USR_22444,6048000,2,165.9700,25.4950000000,110,38,0.3454545454545455,148,2
AMZN_USR_35815,5702400,4,356.9700,15.7547022500,159,46,0.2893081761006289,204,3
AMZN_USR_27120,6998400,4,329.4400,26.3700000000,139,44,0.3165467625899281,183,2
AMZN_USR_26186,3628800,6,817.8100,35.1583333333,161,39,0.2422360248447205,199,2
AMZN_USR_44916,3456000,2,114.9700,24.9950000000,124,30,0.2419354838709677,152,2
AMZN_USR_19533,6307200,1,63.9600,10.6600000000,81,20,0.2469135802469136,101,2
AMZN_USR_35845,864000,1,99.9800,19.9960000000,32,12,0.3750000000000000,44,1
AMZN_USR_19540,864000,5,368.4100,26.2940000000,276,92,0.3333333333333333,365,5
AMZN_USR_38183,1641600,1,167.9600,41.9900000000,44,14,0.3181818181818182,58,1
AMZN_USR_46781,6652800,3,249.9600,31.6600000000,62,24,0.3870967741935484,85,1
AMZN_USR_50348,6566400,5,406.9200,20.9960000000,228,67,0.2938596491228070,292,3
AMZN_USR_29029,1036800,6,454.9100,17.9907500000,93,24,0.2580645161290323,117,2
AMZN_USR_36258,950400,2,189.9400,33.4900000000,22,2,0.0909090909090909,24,1
AMZN_USR_20434,3024000,3,257.9700,16.5641666667,80,21,0.2625000000000000,101,2
AMZN_USR_43642,7948800,2,130.9800,14.9730000000,143,36,0.2517482517482517,178,3
AMZN_USR_18712,1900800,2,156.9600,24.4950000000,134,46,0.3432835820895522,180,3
AMZN_USR_30486,3283200,9,896.7900,26.9933333333,226,77,0.3407079646017699,301,3
AMZN_USR_24855,6048000,3,311.9200,38.9900000000,104,26,0.2500000000000000,127,3
AMZN_USR_29304,1296000,5,504.9200,26.6626666000,111,37,0.3333333333333333,148,3
AMZN_USR_49573,8640000,1,59.9600,14.9900000000,145,40,0.2758620689655172,184,2
AMZN_USR_49747,2073600,1,160.0000,40.0000000000,189,46,0.2433862433862434,235,3
AMZN_USR_50854,8208000,1,52.0000,13.0000000000,152,45,0.2960526315789474,197,3
AMZN_USR_24139,4838400,1,38.9700,12.9900000000,"","","","",""
AMZN_USR_39405,1209600,3,361.4700,26.1230000000,145,37,0.2551724137931034,182,3
AMZN_USR_24535,4320000,1,38.9700,12.9900000000,151,39,0.2582781456953642,190,5
AMZN_USR_35314,5011200,6,508.3900,13.6460713333,160,45,0.2812500000000000,205,3
AMZN_USR_26870,3110400,6,565.8300,34.8250000000,110,36,0.3272727272727273,145,2
AMZN_USR_25607,5788800,10,1053.2900,34.6440000000,110,24,0.2181818181818182,132,3
AMZN_USR_29744,4406400,2,104.9400,10.6187500000,141,41,0.2907801418439716,178,2
AMZN_USR_19041,6825600,1,47.9700,15.9900000000,83,21,0.2530120481927711,103,2
AMZN_USR_22244,8640000,1,59.9600,14.9900000000,"","","","",""
AMZN_USR_45452,5356800,4,173.9000,9.1618747500,185,61,0.3297297297297297,246,3
AMZN_USR_44506,6825600,4,273.9400,11.2889882500,251,94,0.3745019920318725,343,5
AMZN_USR_42345,2592000,1,167.9600,41.9900000000,188,50,0.2659574468085106,237,3
AMZN_USR_29928,6134400,3,125.9600,15.9966666667,94,26,0.2765957446808511,118,2
AMZN_USR_27266,6220800,3,186.9700,22.9966666667,25,8,0.3200000000000000,33,1
AMZN_USR_38275,2073600,2,171.9300,23.9900000000,128,44,0.3437500000000000,170,3
AMZN_USR_37473,1209600,2,193.9600,27.4950000000,126,42,0.3333333333333333,168,3
AMZN_USR_28659,2851200,5,362.9400,23.3960000000,44,15,0.3409090909090909,57,1
AMZN_USR_47498,3456000,2,203.9600,25.4950000000,156,46,0.2948717948717949,195,3
AMZN_USR_47826,1123200,4,344.9500,33.7450000000,82,32,0.3902439024390244,114,2
AMZN_USR_28847,8380800,2,237.9500,43.9900000000,129,35,0.2713178294573643,163,2
AMZN_USR_20522,3196800,10,899.7900,27.4940000000,178,51,0.2865168539325843,229,3
AMZN_USR_45912,3110400,3,341.9600,41.9933333333,72,19,0.2638888888888889,90,1
AMZN_USR_41360,6048000,2,156.9700,29.4950000000,123,43,0.3495934959349593,161,2
AMZN_USR_50087,950400,1,116.9700,38.9900000000,196,69,0.3520408163265306,264,3
AMZN_USR_34758,2246400,3,253.9600,28.6633333333,53,15,0.2830188679245283,68,1
AMZN_USR_21486,3456000,6,781.8700,37.8266666667,77,20,0.2597402597402597,97,2
AMZN_USR_49917,6048000,4,187.9500,15.5783332500,94,28,0.2978723404255319,121,2
AMZN_USR_47888,8553600,2,141.9400,21.4900000000,163,43,0.2638036809815951,205,4
AMZN_USR_51223,1209600,2,92.9500,16.4900000000,190,50,0.2631578947368421,238,4
AMZN_USR_32798,1209600,6,615.8900,19.7232856667,214,54,0.2523364485981308,268,3
AMZN_USR_50576,8208000,2,179.9700,24.9950000000,90,29,0.3222222222222222,119,1
AMZN_USR_45251,1209600,3,175.9300,27.9900000000,69,17,0.2463768115942029,86,2
AMZN_USR_35517,6134400,7,746.8900,31.0657142857,151,60,0.3973509933774834,209,2
AMZN_USR_48212,7171200,2,272.0000,44.0000000000,63,19,0.3015873015873016,82,1
AMZN_USR_40177,5961600,6,486.3700,14.6778255000,157,50,0.3184713375796178,207,3
AMZN_USR_47621,2851200,3,185.9700,23.4966666667,89,22,0.2471910112359551,111,2
AMZN_USR_41724,6220800,2,131.9700,37.9950000000,143,39,0.2727272727272727,182,2
AMZN_USR_42393,2332800,2,215.9800,25.4235715000,194,62,0.3195876288659794,255,4
AMZN_USR_27389,1123200,5,460.8500,32.3900000000,147,48,0.3265306122448980,195,2
AMZN_USR_41509,6393600,7,613.9000,19.4792142857,101,26,0.2574257425742574,125,3
AMZN_USR_45685,950400,2,117.9500,17.9095835000,46,13,0.2826086956521739,59,1
AMZN_USR_42056,5529600,1,162.0000,40.5000000000,164,49,0.2987804878048780,213,2
AMZN_USR_19075,3715200,2,109.9600,13.7450000000,49,15,0.3061224489795918,64,1
AMZN_USR_39694,2937600,5,443.8800,23.6940000000,70,18,0.2571428571428571,88,2
AMZN_USR_24382,3024000,7,630.9400,38.6385714286,70,17,0.2428571428571429,87,2
AMZN_USR_32116,5788800,4,465.9200,30.9950000000,102,30,0.2941176470588235,131,2
AMZN_USR_42348,5443200,4,515.8700,37.9900000000,133,42,0.3157894736842105,175,2
AMZN_USR_37191,7689600,2,92.5000,13.0000000000,45,16,0.3555555555555556,61,1
AMZN_USR_28975,8208000,1,47.9700,15.9900000000,39,11,0.2820512820512821,50,1
AMZN_USR_25039,950400,1,35.9900,35.9900000000,360,123,0.3416666666666667,482,5
AMZN_USR_20025,5011200,1,14.5000,14.5000000000,102,22,0.2156862745098039,123,2
AMZN_USR_26863,2592000,1,23.0000,11.5000000000,66,21,0.3181818181818182,87,1
AMZN_USR_51317,1209600,2,139.9600,27.4950000000,"","","","",""
AMZN_USR_49939,5529600,5,457.9800,17.0320000000,136,38,0.2794117647058824,174,2
AMZN_USR_26423,1900800,3,231.9400,25.9933333333,102,34,0.3333333333333333,135,2
AMZN_USR_32358,5875200,2,137.9600,11.9300000000,173,50,0.2890173410404624,222,3
AMZN_USR_46820,4579200,2,219.9800,21.9980000000,179,52,0.2905027932960894,230,3
AMZN_USR_51211,6220800,3,153.9600,22.9933333333,31,13,0.4193548387096774,44,1
AMZN_USR_26094,1123200,3,235.9200,22.9933333333,150,43,0.2866666666666667,193,4
AMZN_USR_23248,2332800,5,420.8800,28.9920000000,115,40,0.3478260869565217,155,3
AMZN_USR_36627,6825600,6,467.9200,16.7551666667,214,70,0.3271028037383178,284,5
AMZN_USR_48416,3628800,3,123.9400,23.6566666667,97,29,0.2989690721649485,126,2
AMZN_USR_36459,2592000,3,447.9700,40.8300000000,59,17,0.2881355932203390,76,1
AMZN_USR_49374,1468800,2,107.9400,16.9900000000,117,33,0.2820512820512821,149,2
AMZN_USR_34197,1555200,3,137.9700,22.4933333333,108,33,0.3055555555555556,141,2
AMZN_USR_49550,6048000,6,452.8700,29.4916666667,195,69,0.3538461538461538,263,4
AMZN_USR_45611,6307200,8,793.4500,29.9975000000,58,20,0.3448275862068966,77,1
AMZN_USR_36833,1382400,3,237.9000,24.9900000000,124,34,0.2741935483870968,154,2
AMZN_USR_21778,8294400,2,343.9600,34.3960000000,22,11,0.5000000000000000,33,1
AMZN_USR_43614,1209600,5,413.8700,24.7920000000,172,54,0.3139534883720930,226,3
AMZN_USR_33935,8553600,1,40.5000,40.5000000000,"","","","",""
AMZN_USR_42675,1728000,2,133.5000,22.2500000000,226,81,0.3584070796460177,307,4
AMZN_USR_18261,1036800,3,101.4900,8.5816666667,112,29,0.2589285714285714,141,2
AMZN_USR_18634,1036800,2,177.9700,14.8308335000,112,42,0.3750000000000000,153,2
AMZN_USR_38519,5270400,5,432.8700,29.5920000000,84,25,0.2976190476190476,109,2
AMZN_USR_31064,8640000,1,44.9700,14.9900000000,"","","","",""
AMZN_USR_24087,8640000,1,60.0000,20.0000000000,"","","","",""
AMZN_USR_29171,5788800,4,265.9200,16.6200000000,49,14,0.2857142857142857,63,1
AMZN_USR_40884,2419200,2,122.9500,12.2950000000,90,34,0.3777777777777778,124,2
AMZN_USR_46589,3369600,3,160.0000,20.0000000000,35,6,0.1714285714285714,41,1
AMZN_USR_21738,4320000,1,192.0000,27.4285710000,241,72,0.2987551867219917,310,5
AMZN_USR_47829,4492800,4,193.4600,22.8725000000,91,32,0.3516483516483516,123,2
AMZN_USR_21621,3283200,2,77.9800,12.9950000000,63,22,0.3492063492063492,85,1
AMZN_USR_34889,1641600,1,75.0000,25.0000000000,353,99,0.2804532577903683,450,5
AMZN_USR_45954,4147200,3,181.4500,21.8266666667,147,43,0.2925170068027211,186,3
AMZN_USR_49886,6134400,5,565.9300,38.4940000000,166,46,0.2771084337349398,211,4
AMZN_USR_18361,950400,3,223.9400,25.6600000000,41,9,0.2195121951219512,50,1
AMZN_USR_29184,1641600,2,211.9800,32.9950000000,116,31,0.2672413793103448,147,2
AMZN_USR_35219,1555200,4,286.9800,30.2475000000,38,14,0.3684210526315789,52,1
AMZN_USR_45936,1036800,3,227.4600,13.1200000000,87,18,0.2068965517241379,105,2
AMZN_USR_39583,2505600,1,41.9700,13.9900000000,35,12,0.3428571428571429,46,1
AMZN_USR_28509,6480000,3,326.9600,29.3300000000,104,32,0.3076923076923077,135,2
AMZN_USR_32708,1209600,2,287.9600,41.9950000000,46,11,0.2391304347826087,57,2
AMZN_USR_25470,3283200,1,149.9700,49.9900000000,28,9,0.3214285714285714,34,1
AMZN_USR_33272,2505600,1,167.9600,41.9900000000,66,22,0.3333333333333333,88,1
AMZN_USR_45702,3974400,2,175.0000,25.0000000000,44,19,0.4318181818181818,63,1
AMZN_USR_37009,5788800,5,742.8800,28.0124000000,102,26,0.2549019607843137,127,3
AMZN_USR_48025,950400,2,151.0000,27.7500000000,92,24,0.2608695652173913,116,2
AMZN_USR_30731,5097600,2,90.9700,19.4950000000,101,32,0.3168316831683168,133,3
AMZN_USR_22356,4665600,3,361.9500,43.9933333333,24,10,0.4166666666666667,34,1
AMZN_USR_19864,1382400,1,51.9600,12.9900000000,88,25,0.2840909090909091,113,2
AMZN_USR_38164,1987200,1,160.0000,40.0000000000,71,19,0.2676056338028169,89,2
AMZN_USR_31925,7862400,2,142.9300,15.2672500000,101,28,0.2772277227722772,128,1
AMZN_USR_30408,1555200,5,332.9000,30.1940000000,153,57,0.3725490196078431,208,3
AMZN_USR_39649,6739200,1,37.9800,18.9900000000,310,94,0.3032258064516129,404,4
AMZN_USR_40803,4665600,2,196.0000,30.5000000000,96,28,0.2916666666666667,120,3
AMZN_USR_36785,5270400,4,382.9600,25.7475000000,160,45,0.2812500000000000,202,3
AMZN_USR_31400,3542400,5,504.4600,36.0980000000,284,83,0.2922535211267606,362,4
AMZN_USR_21599,1382400,1,63.9600,12.7920000000,93,31,0.3333333333333333,124,2
AMZN_USR_34971,6566400,3,200.9500,22.6600000000,93,32,0.3440860215053763,125,2
AMZN_USR_39997,2937600,1,81.0000,40.5000000000,136,43,0.3161764705882353,178,3
AMZN_USR_49472,1123200,3,344.0000,36.0000000000,173,57,0.3294797687861272,230,3
AMZN_USR_33913,2678400,4,354.4000,15.1780475000,108,29,0.2685185185185185,136,2
AMZN_USR_27077,3542400,4,327.9000,15.6527142500,109,35,0.3211009174311927,144,2
AMZN_USR_45320,6912000,4,336.9200,35.2425000000,162,48,0.2962962962962963,208,3
AMZN_USR_23004,5961600,7,534.4400,26.4257142857,53,10,0.1886792452830189,63,2
AMZN_USR_26387,3456000,5,329.9200,25.9940000000,44,12,0.2727272727272727,56,1
AMZN_USR_18404,8553600,1,107.9700,17.9950000000,119,36,0.3025210084033613,155,2
AMZN_USR_36319,2592000,1,155.9600,38.9900000000,110,40,0.3636363636363636,150,3
AMZN_USR_30843,1123200,4,329.9700,18.2487500000,257,82,0.3190661478599222,339,5
AMZN_USR_19575,950400,2,196.5000,32.7500000000,182,71,0.3901098901098901,253,3
AMZN_USR_43468,2419200,1,192.0000,48.0000000000,147,46,0.3129251700680272,193,3
AMZN_USR_28462,8121600,2,247.9800,37.9950000000,140,41,0.2928571428571429,181,2
AMZN_USR_27373,2592000,2,188.9700,31.4950000000,234,60,0.2564102564102564,294,4
AMZN_USR_33823,1728000,2,91.5000,25.7500000000,205,71,0.3463414634146341,275,4
AMZN_USR_19121,5529600,5,390.9100,25.9940000000,242,66,0.2727272727272727,306,4
AMZN_USR_32045,7344000,1,58.0000,9.6666670000,120,38,0.3166666666666667,158,3
AMZN_USR_30616,1296000,8,660.3600,21.6454375000,66,14,0.2121212121212121,80,1
AMZN_USR_25842,3628800,3,235.9500,16.5295000000,98,36,0.3673469387755102,133,3
AMZN_USR_19950,3369600,2,176.9700,34.4950000000,"","","","",""
AMZN_USR_32827,864000,3,323.9000,31.6566666667,124,41,0.3306451612903226,163,2
AMZN_USR_50718,6307200,2,183.9200,16.6593335000,132,43,0.3257575757575758,174,2
AMZN_USR_47957,4579200,2,152.9700,25.4950000000,188,58,0.3085106382978723,242,4
AMZN_USR_44032,5875200,5,421.9200,22.3960000000,107,33,0.3084112149532710,139,2
AMZN_USR_52049,3110400,3,299.9600,31.6633333333,84,22,0.2619047619047619,105,2
AMZN_USR_24671,4320000,1,120.0000,40.0000000000,84,29,0.3452380952380952,113,3
AMZN_USR_35265,6393600,5,456.9100,17.1108428000,366,114,0.3114754098360656,475,6
AMZN_USR_46554,7689600,2,203.9800,35.9950000000,109,27,0.2477064220183486,136,2
AMZN_USR_27122,1555200,1,52.0000,8.6666670000,64,12,0.1875000000000000,76,2
AMZN_USR_51677,4406400,1,105.0000,35.0000000000,131,39,0.2977099236641221,170,2
AMZN_USR_34126,5443200,5,323.9700,26.7980000000,155,51,0.3290322580645161,206,2
AMZN_USR_46352,5875200,3,190.9300,20.8266666667,50,17,0.3400000000000000,67,1
AMZN_USR_27289,5356800,9,926.8000,19.2181481111,192,72,0.3750000000000000,262,3
AMZN_USR_46560,2505600,4,337.9700,14.7838392500,60,26,0.4333333333333333,86,1
AMZN_USR_37668,6307200,2,221.9600,15.8542855000,62,11,0.1774193548387097,73,2
AMZN_USR_30253,8640000,1,111.9600,18.6600000000,103,28,0.2718446601941748,130,1
AMZN_USR_49062,7084800,2,294.0000,49.0000000000,72,23,0.3194444444444444,95,1
AMZN_USR_40370,3888000,4,337.9100,31.9925000000,46,19,0.4130434782608696,65,2
AMZN_USR_46256,5443200,6,554.9600,29.4150000000,253,68,0.2687747035573123,321,4
AMZN_USR_24847,3110400,6,515.8900,27.8266666667,"","","","",""
AMZN_USR_35042,5702400,3,232.9700,23.6633333333,134,35,0.2611940298507463,164,2
AMZN_USR_43457,5443200,2,225.0000,44.2500000000,151,47,0.3112582781456954,197,2
AMZN_USR_41172,7776000,1,167.9600,41.9900000000,120,25,0.2083333333333333,143,3
AMZN_USR_30342,1036800,8,658.8900,15.1001935000,170,59,0.3470588235294118,228,3
AMZN_USR_29066,6652800,1,167.9600,41.9900000000,104,38,0.3653846153846154,142,2
AMZN_USR_47667,864000,4,218.9300,16.9950000000,77,16,0.2077922077922078,93,1
AMZN_USR_40367,3283200,4,207.9500,20.2450000000,105,33,0.3142857142857143,137,2
AMZN_USR_32449,1036800,8,629.9100,31.8712500000,178,56,0.3146067415730337,234,3
AMZN_USR_43188,950400,4,385.9300,31.6200000000,"","","","",""
AMZN_USR_33158,5961600,6,539.9100,30.9950000000,214,62,0.2897196261682243,273,3
AMZN_USR_34047,6998400,3,272.9400,30.3266666667,115,38,0.3304347826086957,153,2
AMZN_USR_21305,3024000,5,491.9600,25.8980000000,144,42,0.2916666666666667,186,2
AMZN_USR_44431,6825600,2,123.9500,26.9900000000,62,25,0.4032258064516129,87,1
AMZN_USR_43924,2073600,1,143.9600,35.9900000000,74,25,0.3378378378378378,99,2
AMZN_USR_33796,1382400,1,13.0000,13.0000000000,228,79,0.3464912280701754,305,3
AMZN_USR_44042,2678400,1,80.0000,40.0000000000,24,6,0.2500000000000000,30,1
AMZN_USR_43029,1382400,4,269.9300,24.2425000000,34,14,0.4117647058823529,48,1
AMZN_USR_24739,5356800,3,300.9300,28.3266666667,79,29,0.3670886075949367,108,2
AMZN_USR_31371,1036800,2,243.9600,30.4950000000,183,59,0.3224043715846995,242,4
AMZN_USR_44238,8640000,1,29.0000,14.5000000000,95,28,0.2947368421052632,123,2
AMZN_USR_26660,4924800,8,654.8400,28.1187500000,175,59,0.3371428571428571,233,3
AMZN_USR_37595,8121600,1,59.9600,11.9920000000,114,36,0.3157894736842105,150,2
AMZN_USR_24702,8294400,1,43.5000,8.7000000000,38,10,0.2631578947368421,48,1
AMZN_USR_19890,1036800,2,173.9800,43.4950000000,68,17,0.2500000000000000,84,1
AMZN_USR_32427,864000,3,423.9600,39.3300000000,137,40,0.2919708029197080,177,2
AMZN_USR_46826,950400,4,359.9600,16.5402382500,115,29,0.2521739130434783,143,2
AMZN_USR_30236,3974400,2,311.9600,44.9950000000,50,10,0.2000000000000000,58,2
AMZN_USR_27055,7776000,3,218.4600,23.4966666667,54,12,0.2222222222222222,66,1
AMZN_USR_44620,1641600,2,100.0000,25.0000000000,86,28,0.3255813953488372,113,1
AMZN_USR_49660,6652800,4,395.9400,22.1218750000,121,30,0.2479338842975207,151,2
AMZN_USR_48495,1641600,2,207.9600,25.9950000000,45,15,0.3333333333333333,60,1
AMZN_USR_30351,3456000,3,433.4200,39.4933333333,71,20,0.2816901408450704,91,2
AMZN_USR_19461,1555200,3,249.9700,26.3300000000,"","","","",""
AMZN_USR_33946,3024000,1,103.9600,20.7920000000,201,43,0.2139303482587065,241,3
AMZN_USR_21886,3369600,2,195.9600,30.4950000000,168,45,0.2678571428571429,212,4
AMZN_USR_22883,6307200,3,195.4700,23.1633333333,169,46,0.2721893491124260,214,3
AMZN_USR_48331,8121600,1,199.9600,49.9900000000,199,62,0.3115577889447236,261,4
AMZN_USR_29369,5097600,1,40.5000,10.1250000000,81,27,0.3333333333333333,108,2
AMZN_USR_42113,6134400,8,515.8900,12.3757530000,71,18,0.2535211267605634,89,1
AMZN_USR_45530,950400,3,243.9200,23.6600000000,72,19,0.2638888888888889,91,1
AMZN_USR_34823,3110400,3,137.9600,22.1600000000,132,30,0.2272727272727273,162,3
AMZN_USR_27305,1900800,1,47.9700,11.9925000000,199,62,0.3115577889447236,260,4
AMZN_USR_43165,1036800,4,290.9000,12.0532142500,247,89,0.3603238866396761,335,4
AMZN_USR_40592,6912000,2,336.0000,48.0000000000,124,45,0.3629032258064516,168,2
AMZN_USR_22325,3801600,1,51.9600,12.9900000000,66,22,0.3333333333333333,88,1
AMZN_USR_20228,1036800,2,213.9500,43.9900000000,136,37,0.2720588235294118,173,3
AMZN_USR_42957,1641600,3,239.9600,28.3300000000,51,17,0.3333333333333333,67,1
AMZN_USR_40223,6048000,5,635.8000,31.7900000000,207,61,0.2946859903381643,265,4
AMZN_USR_35692,2937600,4,297.8500,13.8489822500,203,71,0.3497536945812808,270,4
AMZN_USR_36192,6566400,4,290.9300,26.9925000000,86,25,0.2906976744186047,111,2
AMZN_USR_42382,1123200,2,151.9600,12.6633335000,109,31,0.2844036697247706,140,2
AMZN_USR_22961,3974400,3,233.9500,27.6600000000,27,7,0.2592592592592593,34,1
AMZN_USR_24411,2505600,1,25.9800,12.9900000000,114,41,0.3596491228070175,154,2
AMZN_USR_44013,2246400,1,31.9800,15.9900000000,110,33,0.3000000000000000,143,3
AMZN_USR_25148,4147200,3,217.9700,21.1633333333,134,29,0.2164179104477612,163,2
AMZN_USR_51719,5961600,2,150.9500,15.8283335000,113,39,0.3451327433628319,149,3
AMZN_USR_27560,1296000,1,59.9600,11.9920000000,152,47,0.3092105263157895,199,3
AMZN_USR_35456,6566400,1,14.9900,14.9900000000,254,87,0.3425196850393701,340,6
AMZN_USR_44019,8467200,1,83.9800,41.9900000000,90,25,0.2777777777777778,115,2
AMZN_USR_42081,1468800,2,218.9700,24.7462500000,288,92,0.3194444444444444,377,7
AMZN_USR_20326,8294400,2,68.9700,20.4900000000,53,14,0.2641509433962264,67,1
AMZN_USR_19037,2332800,3,315.9200,27.9933333333,55,18,0.3272727272727273,72,1
AMZN_USR_29686,1123200,2,125.9700,25.1608335000,25,4,0.1600000000000000,29,1
AMZN_USR_49328,2419200,1,23.0000,11.5000000000,"","","","",""
AMZN_USR_21180,1814400,1,192.0000,48.0000000000,164,52,0.3170731707317073,216,3
AMZN_USR_45876,2764800,8,729.8700,33.3687500000,71,20,0.2816901408450704,91,1
AMZN_USR_49123,7948800,1,79.9600,19.9900000000,301,95,0.3156146179401993,393,4
AMZN_USR_19431,4752000,1,26.0000,13.0000000000,49,12,0.2448979591836735,58,1
AMZN_USR_24246,5702400,1,29.0000,5.8000000000,169,49,0.2899408284023669,218,3
AMZN_USR_20351,1900800,1,120.0000,20.0000000000,117,32,0.2735042735042735,148,3
AMZN_USR_51177,6048000,8,752.8300,28.6175000000,300,88,0.2933333333333333,386,5
AMZN_USR_39005,1123200,1,160.0000,40.0000000000,180,54,0.3000000000000000,234,3
AMZN_USR_41883,4579200,2,281.9300,39.9900000000,96,32,0.3333333333333333,127,2
AMZN_USR_45615,1641600,2,178.9700,17.3308335000,115,48,0.4173913043478261,161,3
AMZN_USR_24327,6739200,4,459.8700,33.9900000000,16,4,0.2500000000000000,20,1
AMZN_USR_24799,8294400,1,81.0000,40.5000000000,109,33,0.3027522935779817,139,2
AMZN_USR_26128,5529600,3,321.9300,28.9933333333,88,28,0.3181818181818182,115,2
AMZN_USR_47542,2332800,2,207.9200,25.9900000000,39,13,0.3333333333333333,52,1
AMZN_USR_38532,3628800,7,435.8600,23.2785714286,85,24,0.2823529411764706,109,2
AMZN_USR_43525,3974400,3,349.9600,37.3300000000,93,31,0.3333333333333333,123,2
AMZN_USR_24181,2851200,5,317.9200,20.7940000000,195,56,0.2871794871794872,248,4
AMZN_USR_42037,1641600,2,244.9300,32.4900000000,79,27,0.3417721518987342,106,2
AMZN_USR_37462,2764800,5,397.8800,27.5920000000,33,9,0.2727272727272727,42,1
AMZN_USR_40773,3456000,3,261.5000,31.8333333333,122,27,0.2213114754098361,149,2
AMZN_USR_39956,2073600,1,31.9800,6.3960000000,204,60,0.2941176470588235,260,4
AMZN_USR_19495,5529600,4,367.4700,34.6225000000,137,33,0.2408759124087591,169,2
AMZN_USR_45705,950400,7,549.8500,23.2085714286,183,47,0.2568306010928962,230,3
AMZN_USR_33808,1296000,2,186.0000,26.5000000000,173,51,0.2947976878612717,224,3
AMZN_USR_24935,1555200,2,210.0000,30.0000000000,40,18,0.4500000000000000,58,1
AMZN_USR_49063,5702400,2,143.5000,19.7500000000,39,11,0.2820512820512821,50,1
AMZN_USR_26078,6652800,2,98.9700,16.4950000000,46,13,0.2826086956521739,59,1
AMZN_USR_25205,1728000,4,377.4400,28.1200000000,88,29,0.3295454545454545,117,1
AMZN_USR_20848,6825600,2,155.9500,31.9900000000,180,45,0.2500000000000000,225,3
AMZN_USR_27485,2073600,1,103.9600,25.9900000000,60,12,0.2000000000000000,72,1
AMZN_USR_25666,1468800,2,251.9600,43.4950000000,"","","","",""
AMZN_USR_44208,2678400,5,373.9000,28.8920000000,85,28,0.3294117647058824,113,2
AMZN_USR_48676,1641600,2,161.9800,32.9950000000,135,37,0.2740740740740741,172,2
AMZN_USR_23998,1209600,4,365.4800,22.1504167500,108,37,0.3425925925925926,145,2
AMZN_USR_41346,5184000,1,40.0000,20.0000000000,22,3,0.1363636363636364,24,1
AMZN_USR_21243,864000,1,13.0000,13.0000000000,69,27,0.3913043478260870,96,1
AMZN_USR_41106,6134400,1,160.0000,40.0000000000,172,51,0.2965116279069767,219,5
AMZN_USR_35250,8208000,1,60.0000,30.0000000000,159,46,0.2893081761006289,205,3
AMZN_USR_35908,1382400,5,378.4800,15.5106286000,138,48,0.3478260869565217,184,2
AMZN_USR_41630,2851200,1,144.0000,48.0000000000,243,67,0.2757201646090535,308,4
AMZN_USR_44955,5875200,8,395.9500,10.8753958750,103,26,0.2524271844660194,128,2
AMZN_USR_33320,7516800,2,96.9300,9.6930000000,192,64,0.3333333333333333,250,4
AMZN_USR_46360,3628800,5,639.9700,36.7980000000,115,34,0.2956521739130435,148,3
AMZN_USR_38484,8553600,1,144.0000,48.0000000000,88,25,0.2840909090909091,113,1
AMZN_USR_20485,2764800,3,190.9300,12.7722223333,163,49,0.3006134969325153,211,4
AMZN_USR_51294,5875200,7,424.8900,12.1891768571,349,105,0.3008595988538682,446,5
AMZN_USR_34994,3542400,6,329.9500,11.9536388333,215,57,0.2651162790697674,271,4
