search_campaign_cnt,total_impressions_30d,total_clicks_30d,total_impressions_15d,total_clicks_15d,total_impressions_3d,total_clicks_3d,total_conversions_30d,total_revenue_30d,total_quantity_30d,total_conversions_15d,total_revenue_15d,total_quantity_15d,total_conversions_3d,total_revenue_3d,total_quantity_3d
1,3,1,3,1,0,0,2,0,0,2,0,0,1,0,0
1,7,2,6,2,2,0,2,0,0,2,0,0,1,0,0
1,5,1,1,0,0,0,6,0,0,2,0,0,1,0,0
1,5,1,3,0,1,0,6,0,0,2,0,0,1,0,0
1,7,0,4,0,1,0,13,0,0,7,0,0,2,0,0
1,10,2,6,1,2,1,13,0,0,7,0,0,2,0,0
1,2,1,2,0,0,0,3,0,0,3,0,0,0,0,0
1,5,2,3,2,1,0,3,0,0,3,0,0,0,0,0
1,5,1,0,0,0,0,4,0,0,0,0,0,0,0,0
1,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0
1,6,0,4,0,1,0,3,0,0,3,0,0,0,0,0
1,5,3,3,2,0,0,3,0,0,3,0,0,0,0,0
1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0
1,4,1,4,1,1,1,0,0,0,0,0,0,0,0,0
1,10,3,6,1,3,0,4,0,0,2,0,0,0,0,0
1,5,4,3,3,1,0,4,0,0,2,0,0,0,0,0
2,9,2,8,2,2,0,0,0,0,0,0,0,0,0,0
2,10,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0
2,6,2,3,0,1,0,3,0,0,2,0,0,1,0,0
1,9,2,5,1,1,0,4,0,0,3,0,0,0,0,0
1,8,0,7,0,3,0,4,0,0,3,0,0,0,0,0
1,13,2,10,1,4,0,5,0,0,5,0,0,1,0,0
1,8,2,5,1,2,0,5,0,0,5,0,0,1,0,0
2,8,2,7,2,0,1,5,0,0,3,0,0,1,0,0
2,2,2,1,0,0,0,5,0,0,3,0,0,1,0,0
1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0
1,9,1,4,1,1,1,1,0,0,1,0,0,0,0,0
1,6,1,6,1,2,0,1,0,0,1,0,0,0,0,0
1,10,2,9,0,2,0,2,0,0,1,0,0,0,0,0
1,9,2,6,2,2,0,2,0,0,1,0,0,0,0,0
2,11,1,3,0,1,0,4,0,0,0,0,0,0,0,0
2,9,0,3,0,0,0,4,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,4,1,3,1,2,0,5,0,0,4,0,0,0,0,0
1,2,1,2,0,0,0,5,0,0,4,0,0,0,0,0
1,2,0,2,0,0,0,6,0,0,2,0,0,0,0,0
1,5,0,4,0,3,0,6,0,0,2,0,0,0,0,0
1,3,1,3,1,2,0,7,0,0,6,0,0,2,0,0
1,3,2,3,2,1,1,7,0,0,6,0,0,2,0,0
1,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
1,4,1,3,0,1,0,1,0,0,1,0,0,0,0,0
1,6,0,4,0,1,0,1,0,0,1,0,0,1,0,0
1,6,3,5,3,1,2,1,0,0,1,0,0,1,0,0
1,7,0,5,0,2,0,1,0,0,1,0,0,0,0,0
1,3,1,2,1,0,0,1,0,0,1,0,0,0,0,0
1,7,1,4,1,0,1,4,0,0,4,0,0,1,0,0
1,12,3,7,3,1,0,4,0,0,4,0,0,1,0,0
1,6,0,4,0,0,0,3,0,0,3,0,0,2,0,0
1,5,1,5,1,2,0,3,0,0,3,0,0,2,0,0
2,10,0,6,0,2,0,9,0,0,4,0,0,0,0,0
2,4,2,1,1,0,0,9,0,0,4,0,0,0,0,0
1,4,2,4,2,0,0,5,0,0,2,0,0,1,0,0
1,3,0,1,0,1,0,5,0,0,2,0,0,1,0,0
1,4,1,2,1,0,0,7,0,0,5,0,0,3,0,0
1,5,1,4,1,1,0,7,0,0,5,0,0,3,0,0
1,3,0,2,0,0,0,2,0,0,1,0,0,0,0,0
1,3,0,1,0,1,0,2,0,0,1,0,0,0,0,0
1,3,0,1,0,0,0,2,0,0,2,0,0,0,0,0
1,3,0,3,0,3,0,2,0,0,2,0,0,0,0,0
1,6,0,2,0,1,0,3,0,0,2,0,0,0,0,0
1,12,2,9,0,2,0,3,0,0,2,0,0,0,0,0
1,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,3,0,2,0,0,0,0,0,0,0,0,0,0
1,2,0,2,0,0,0,2,0,0,1,0,0,1,0,0
1,3,3,2,2,0,0,2,0,0,1,0,0,1,0,0
1,7,0,5,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,7,2,3,1,0,0,4,0,0,1,0,0,0,0,0
1,18,1,13,1,5,0,4,0,0,1,0,0,0,0,0
1,3,1,3,1,0,0,3,0,0,3,0,0,1,0,0
1,3,2,2,2,1,1,3,0,0,3,0,0,1,0,0
1,4,1,2,1,0,1,5,0,0,3,0,0,1,0,0
1,2,2,2,2,1,0,5,0,0,3,0,0,1,0,0
2,8,2,5,2,2,1,4,0,0,4,0,0,1,0,0
2,10,2,8,2,5,1,4,0,0,4,0,0,1,0,0
1,3,2,2,2,1,1,16,0,0,12,0,0,4,0,0
1,5,1,4,1,0,0,16,0,0,12,0,0,4,0,0
2,6,1,2,1,1,1,1,0,0,0,0,0,0,0,0
2,6,0,4,0,2,0,1,0,0,0,0,0,0,0,0
1,4,0,3,0,0,0,3,0,0,3,0,0,1,0,0
1,5,2,4,1,2,0,3,0,0,3,0,0,1,0,0
1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0
1,4,0,3,0,0,0,,,,,,,,,
1,7,0,5,0,0,0,,,,,,,,,
1,2,1,1,1,1,0,5,251.97,6,4,144,3,1,0,0
1,5,2,4,2,1,0,5,251.97,6,4,144,3,1,0,0
1,3,0,3,0,1,0,9,0,0,5,0,0,0,0,0
1,4,0,4,0,0,0,9,0,0,5,0,0,0,0,0
1,3,1,0,0,0,0,3,0,0,2,0,0,1,0,0
1,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0
1,4,0,3,0,2,0,2,0,0,1,0,0,0,0,0
1,8,0,6,0,0,0,2,0,0,1,0,0,0,0,0
1,3,0,1,0,0,0,2,0,0,0,0,0,0,0,0
1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1,6,2,0,0,0,0,2,0,0,0,0,0,0,0,0
1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,5,2,3,2,0,0,1,0,0,1,0,0,0,0,0
1,4,0,3,0,1,0,1,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,6,39,3,4,0,0,2,0,0
1,5,1,0,0,0,0,6,39,3,4,0,0,2,0,0
1,2,0,2,0,1,0,4,0,0,3,0,0,0,0,0
1,5,1,3,1,0,0,4,0,0,3,0,0,0,0,0
1,5,1,4,0,2,0,7,0,0,3,0,0,0,0,0
1,4,0,3,0,1,0,7,0,0,3,0,0,0,0,0
1,4,0,2,0,1,0,5,0,0,2,0,0,0,0,0
1,5,0,5,0,1,0,5,0,0,2,0,0,0,0,0
1,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1,3,0,3,0,1,0,0,0,0,0,0,0,0,0,0
1,15,1,14,1,4,1,2,0,0,1,0,0,1,0,0
1,15,4,11,3,3,1,2,0,0,1,0,0,1,0,0
1,3,0,0,0,0,0,3,0,0,2,0,0,0,0,0
1,1,0,0,0,0,0,3,0,0,2,0,0,0,0,0
1,7,0,6,0,3,0,10,0,0,4,0,0,2,0,0
1,2,1,1,1,0,0,10,0,0,4,0,0,2,0,0
1,2,0,0,0,0,0,3,0,0,2,0,0,1,0,0
1,0,0,0,0,0,0,3,0,0,2,0,0,1,0,0
1,7,0,4,0,1,0,4,0,0,2,0,0,1,0,0
1,4,2,1,2,0,0,4,0,0,2,0,0,1,0,0
1,11,2,8,2,0,0,3,0,0,2,0,0,1,0,0
1,5,0,5,0,2,0,3,0,0,2,0,0,1,0,0
1,6,1,4,1,2,0,4,47.97,3,4,47.97,3,0,0,0
1,4,2,4,1,1,0,4,47.97,3,4,47.97,3,0,0,0
1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,1,5,1,1,0,3,0,0,3,0,0,2,0,0
1,5,1,2,1,0,1,3,0,0,3,0,0,2,0,0
1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,5,2,4,2,1,0,13,0,0,9,0,0,3,0,0
1,1,1,1,1,0,0,13,0,0,9,0,0,3,0,0
1,2,1,0,0,0,0,8,0,0,3,0,0,1,0,0
1,1,1,0,0,0,0,8,0,0,3,0,0,1,0,0
1,9,2,4,2,2,1,4,0,0,4,0,0,1,0,0
1,8,3,6,3,2,0,4,0,0,4,0,0,1,0,0
1,8,3,6,3,3,0,3,0,0,2,0,0,0,0,0
1,2,1,2,1,0,0,3,0,0,2,0,0,0,0,0
1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0
2,13,2,7,1,4,1,4,306,7,1,0,0,0,0,0
2,7,1,5,1,0,0,4,306,7,1,0,0,0,0,0
2,12,0,5,0,2,0,0,0,0,0,0,0,0,0,0
2,14,3,5,3,3,0,0,0,0,0,0,0,0,0,0
1,6,0,2,0,1,0,3,39,3,3,39,3,0,0,0
1,2,1,2,1,0,0,3,39,3,3,39,3,0,0,0
1,5,1,5,1,0,0,1,0,0,1,0,0,0,0,0
1,5,0,5,0,0,0,1,0,0,1,0,0,0,0,0
2,7,5,4,4,0,0,3,0,0,2,0,0,0,0,0
2,11,1,8,0,3,0,3,0,0,2,0,0,0,0,0
1,11,1,10,0,2,0,7,0,0,3,0,0,1,0,0
1,5,3,5,2,1,0,7,0,0,3,0,0,1,0,0
1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,3,2,3,2,0,0,0,0,0,0,0,0,0,0,0
2,9,1,8,1,2,1,1,0,0,1,0,0,0,0,0
2,12,2,10,0,3,0,1,0,0,1,0,0,0,0,0
1,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,3,1,1,1,0,0,1,0,0,1,0,0,0,0,0
1,5,0,4,0,1,0,1,0,0,1,0,0,0,0,0
1,6,0,5,0,0,0,2,0,0,2,0,0,1,0,0
1,4,3,4,3,2,1,2,0,0,2,0,0,1,0,0
1,6,0,3,0,2,0,4,0,0,4,0,0,1,0,0
1,4,2,4,2,1,0,4,0,0,4,0,0,1,0,0
1,8,3,7,3,0,1,11,0,0,5,0,0,2,0,0
1,3,1,3,1,1,0,11,0,0,5,0,0,2,0,0
1,6,1,6,1,1,1,4,116.97,3,4,116.97,3,2,0,0
1,3,1,1,0,0,0,4,116.97,3,4,116.97,3,2,0,0
2,19,1,15,1,4,0,3,0,0,1,0,0,1,0,0
2,9,3,6,2,1,1,3,0,0,1,0,0,1,0,0
1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,0,2,0,0,0,6,0,0,6,0,0,3,0,0
1,7,0,5,0,0,0,6,0,0,6,0,0,3,0,0
1,5,1,3,0,0,0,4,0,0,4,0,0,1,0,0
1,3,2,2,2,0,0,4,0,0,4,0,0,1,0,0
1,2,2,2,1,0,0,3,0,0,2,0,0,0,0,0
1,9,1,6,0,0,0,3,0,0,2,0,0,0,0,0
2,9,0,5,0,2,0,2,182.46,5,0,0,0,0,0,0
2,8,3,5,2,2,0,2,182.46,5,0,0,0,0,0,0
2,11,3,9,3,1,1,2,0,0,2,0,0,1,0,0
2,12,0,8,0,3,0,2,0,0,2,0,0,1,0,0
1,3,2,3,0,1,0,4,0,0,0,0,0,0,0,0
1,6,0,5,0,1,0,4,0,0,0,0,0,0,0,0
1,13,1,10,1,2,0,8,0,0,7,0,0,3,0,0
1,3,1,2,0,0,0,8,0,0,7,0,0,3,0,0
1,1,0,0,0,0,0,2,0,0,2,0,0,0,0,0
1,2,0,0,0,0,0,2,0,0,2,0,0,0,0,0
1,6,1,4,0,2,0,2,0,0,2,0,0,0,0,0
1,6,2,4,2,0,1,2,0,0,2,0,0,0,0,0
1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0
1,5,0,4,0,0,0,3,0,0,3,0,0,1,0,0
1,3,0,2,0,1,0,3,0,0,3,0,0,1,0,0
1,10,1,6,0,2,0,4,0,0,3,0,0,0,0,0
1,6,1,3,1,2,0,4,0,0,3,0,0,0,0,0
1,2,0,1,0,1,0,8,393.46,14,4,151.96,6,0,0,0
1,4,2,1,1,0,0,8,393.46,14,4,151.96,6,0,0,0
1,7,1,7,1,2,0,4,219.92,8,4,219.92,8,0,0,0
1,2,1,2,0,0,0,4,219.92,8,4,219.92,8,0,0,0
1,4,1,0,0,0,0,10,0,0,8,0,0,1,0,0
1,0,0,0,0,0,0,10,0,0,8,0,0,1,0,0
1,8,4,4,4,3,0,11,0,0,10,0,0,1,0,0
1,4,7,4,7,0,1,11,0,0,10,0,0,1,0,0
1,2,1,2,1,1,1,2,0,0,2,0,0,1,0,0
1,3,0,3,0,1,0,2,0,0,2,0,0,1,0,0
1,3,1,1,1,0,0,4,0,0,4,0,0,1,0,0
1,8,1,6,1,2,1,4,0,0,4,0,0,1,0,0
1,15,2,9,2,3,0,4,0,0,2,0,0,0,0,0
1,6,4,5,2,2,0,4,0,0,2,0,0,0,0,0
1,5,1,0,0,0,0,7,0,0,1,0,0,1,0,0
1,4,1,0,0,0,0,7,0,0,1,0,0,1,0,0
1,4,2,3,1,0,0,3,83.97,3,2,83.97,3,1,83.97,3
1,4,2,4,2,0,1,3,83.97,3,2,83.97,3,1,83.97,3
1,3,0,3,0,1,0,1,0,0,1,0,0,0,0,0
1,6,0,4,0,1,0,1,0,0,1,0,0,0,0,0
1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1,4,0,2,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0
1,3,0,3,0,1,0,1,0,0,1,0,0,1,0,0
1,5,1,4,1,1,0,4,0,0,4,0,0,3,0,0
1,3,1,2,1,0,0,4,0,0,4,0,0,3,0,0
1,11,1,9,1,3,0,1,0,0,0,0,0,0,0,0
1,8,0,6,0,0,0,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0
1,3,1,3,1,0,1,8,0,0,4,0,0,0,0,0
1,2,0,2,0,1,0,8,0,0,4,0,0,0,0,0
1,3,0,1,0,0,0,3,0,0,0,0,0,0,0,0
1,3,1,2,1,0,0,3,0,0,0,0,0,0,0,0
1,5,1,4,1,1,0,3,0,0,1,0,0,1,0,0
1,4,0,2,0,1,0,3,0,0,1,0,0,1,0,0
2,7,0,4,0,1,0,4,171.98,6,0,0,0,0,0,0
2,10,0,7,0,1,0,4,171.98,6,0,0,0,0,0,0
2,5,0,0,0,0,0,3,0,0,1,0,0,1,0,0
2,5,1,3,1,1,0,3,0,0,1,0,0,1,0,0
1,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,9,2,4,0,2,0,9,0,0,7,0,0,3,0,0
2,11,2,7,2,1,1,9,0,0,7,0,0,3,0,0
1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,9,1,0,0,0,0,4,0,0,3,0,0,2,0,0
1,4,0,0,0,0,0,4,0,0,3,0,0,2,0,0
1,6,2,2,1,0,0,5,0,0,4,0,0,2,0,0
1,6,1,5,1,1,1,5,0,0,4,0,0,2,0,0
1,5,1,5,1,0,0,1,0,0,0,0,0,0,0,0
1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0
2,5,2,2,1,0,0,3,0,0,1,0,0,0,0,0
2,4,1,1,0,1,0,3,0,0,1,0,0,0,0,0
2,7,1,6,1,2,0,1,0,0,1,0,0,0,0,0
2,6,0,4,0,0,0,1,0,0,1,0,0,0,0,0
1,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,6,1,6,1,1,0,1,0,0,1,0,0,0,0,0
2,9,1,6,0,2,0,3,0,0,0,0,0,0,0,0
2,8,1,4,0,0,0,3,0,0,0,0,0,0,0,0
2,8,0,6,0,2,0,7,130,5,2,90,3,0,0,0
2,6,1,4,0,0,0,7,130,5,2,90,3,0,0,0
1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,6,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,4,1,3,0,0,0,3,0,0,1,0,0,0,0,0
1,4,1,3,1,2,0,3,0,0,1,0,0,0,0,0
1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,0
1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2,13,5,9,5,3,0,3,0,0,3,0,0,1,0,0
2,12,1,7,1,0,0,3,0,0,3,0,0,1,0,0
1,4,1,3,1,2,0,1,0,0,1,0,0,0,0,0
1,6,1,4,0,0,0,1,0,0,1,0,0,0,0,0
1,6,2,6,1,3,0,9,0,0,6,0,0,2,0,0
1,2,0,1,0,1,0,9,0,0,6,0,0,2,0,0
2,12,1,6,1,1,0,4,0,0,3,0,0,1,0,0
2,14,2,11,1,2,0,4,0,0,3,0,0,1,0,0
1,8,4,6,3,0,0,2,0,0,2,0,0,0,0,0
1,8,2,8,2,3,0,2,0,0,2,0,0,0,0,0
1,4,0,0,0,0,0,,,,,,,,,
1,0,0,0,0,0,0,,,,,,,,,
1,7,0,3,0,1,0,1,0,0,1,0,0,0,0,0
1,6,1,3,0,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0
1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,0
1,6,1,5,0,1,0,4,0,0,4,0,0,1,0,0
1,4,3,4,3,2,0,4,0,0,4,0,0,1,0,0
2,15,0,12,0,4,0,0,0,0,0,0,0,0,0,0
2,8,0,6,0,2,0,0,0,0,0,0,0,0,0,0
1,5,3,3,2,0,1,8,0,0,5,0,0,2,0,0
1,4,2,1,2,1,1,8,0,0,5,0,0,2,0,0
1,5,2,5,1,1,0,2,0,0,1,0,0,1,0,0
1,3,0,3,0,0,0,2,0,0,1,0,0,1,0,0
2,8,2,4,0,1,0,12,0,0,9,0,0,1,0,0
2,10,1,8,0,2,0,12,0,0,9,0,0,1,0,0
3,11,2,7,1,2,0,5,0,0,5,0,0,0,0,0
3,12,4,10,3,1,1,5,0,0,5,0,0,0,0,0
1,3,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,8,1,4,0,2,0,5,0,0,1,0,0,0,0,0
2,8,0,6,0,3,0,5,0,0,1,0,0,0,0,0
1,2,0,0,0,0,0,4,80,2,3,80,2,0,0,0
1,4,1,0,0,0,0,4,80,2,3,80,2,0,0,0
1,1,1,0,0,0,0,4,121.5,3,2,0,0,0,0,0
1,2,0,0,0,0,0,4,121.5,3,2,0,0,0,0,0
1,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0
1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1,3,1,3,1,0,0,4,0,0,2,0,0,0,0,0
1,2,1,2,1,0,1,4,0,0,2,0,0,0,0,0
1,2,2,1,2,0,1,4,0,0,4,0,0,2,0,0
1,2,1,2,1,1,1,4,0,0,4,0,0,2,0,0
1,4,1,4,1,1,0,5,0,0,2,0,0,0,0,0
1,5,1,3,1,1,0,5,0,0,2,0,0,0,0,0
2,14,2,9,2,1,1,3,0,0,1,0,0,0,0,0
2,16,4,14,3,3,0,3,0,0,1,0,0,0,0,0
1,3,1,2,1,0,0,3,0,0,1,0,0,0,0,0
1,4,1,4,1,1,0,3,0,0,1,0,0,0,0,0
1,5,1,3,1,1,1,2,0,0,1,0,0,0,0,0
1,3,1,2,1,1,0,2,0,0,1,0,0,0,0,0
1,7,0,6,0,1,0,6,0,0,2,0,0,1,0,0
1,2,2,2,1,0,1,6,0,0,2,0,0,1,0,0
1,5,0,4,0,2,0,2,0,0,0,0,0,0,0,0
1,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1,9,0,4,0,1,0,0,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,0,5,0,2,0,4,0,0,3,0,0,0,0,0
1,0,2,0,1,0,0,4,0,0,3,0,0,0,0,0
1,6,0,6,0,3,0,5,100,2,4,100,2,1,0,0
1,4,2,3,2,1,0,5,100,2,4,100,2,1,0,0
1,4,1,3,1,0,1,3,0,0,2,0,0,1,0,0
1,4,1,3,1,1,1,3,0,0,2,0,0,1,0,0
1,12,1,11,0,1,0,5,0,0,3,0,0,1,0,0
1,3,0,3,0,0,0,5,0,0,3,0,0,1,0,0
2,8,3,6,2,2,1,5,0,0,3,0,0,1,0,0
2,10,2,8,2,1,0,5,0,0,3,0,0,1,0,0
1,2,1,2,1,0,1,1,0,0,1,0,0,0,0,0
1,7,1,3,1,2,0,1,0,0,1,0,0,0,0,0
3,12,4,8,1,0,0,4,0,0,4,0,0,1,0,0
3,22,3,17,1,6,0,4,0,0,4,0,0,1,0,0
1,2,2,1,1,0,0,6,0,0,6,0,0,2,0,0
1,4,0,3,0,0,0,6,0,0,6,0,0,2,0,0
1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1,4,0,2,0,1,0,2,0,0,0,0,0,0,0,0
1,2,2,0,0,0,0,10,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0
2,16,1,13,1,3,0,1,0,0,1,0,0,0,0,0
2,8,1,5,1,3,0,1,0,0,1,0,0,0,0,0
1,1,0,1,0,0,0,1,59.97,3,1,59.97,3,0,0,0
1,4,2,4,1,0,0,1,59.97,3,1,59.97,3,0,0,0
1,7,1,5,1,0,1,2,0,0,0,0,0,0,0,0
1,3,0,2,0,0,0,2,0,0,0,0,0,0,0,0
1,3,2,2,2,2,1,2,0,0,2,0,0,0,0,0
1,4,2,2,2,0,0,2,0,0,2,0,0,0,0,0
1,6,3,5,3,2,2,4,0,0,4,0,0,2,0,0
1,4,2,3,1,0,0,4,0,0,4,0,0,2,0,0
1,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0
1,7,1,5,1,1,0,1,0,0,1,0,0,0,0,0
1,4,0,0,0,0,0,3,0,0,1,0,0,0,0,0
1,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0
1,3,0,3,0,0,0,,,,,,,,,
1,4,0,2,0,0,0,,,,,,,,,
1,4,3,4,2,0,0,4,0,0,3,0,0,2,0,0
1,2,0,2,0,1,0,4,0,0,3,0,0,2,0,0
1,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0
1,5,1,0,0,0,0,6,0,0,2,0,0,1,0,0
1,6,1,0,0,0,0,6,0,0,2,0,0,1,0,0
1,5,2,0,0,0,0,7,0,0,2,0,0,1,0,0
1,7,1,0,0,0,0,7,0,0,2,0,0,1,0,0
1,5,1,4,1,0,0,9,0,0,2,0,0,0,0,0
1,2,4,2,2,1,1,9,0,0,2,0,0,0,0,0
1,6,3,5,1,2,0,4,0,0,4,0,0,1,0,0
1,6,1,4,1,1,0,4,0,0,4,0,0,1,0,0
1,4,1,2,1,1,0,2,0,0,1,0,0,0,0,0
1,6,0,6,0,0,0,2,0,0,1,0,0,0,0,0
1,4,1,3,1,1,0,2,0,0,2,0,0,0,0,0
1,7,1,5,1,1,1,2,0,0,2,0,0,0,0,0
1,6,4,5,3,1,1,4,0,0,4,0,0,1,0,0
1,11,3,7,3,0,0,4,0,0,4,0,0,1,0,0
1,5,2,5,1,2,1,5,200.97,8,4,144,5,1,0,0
1,5,0,5,0,2,0,5,200.97,8,4,144,5,1,0,0
2,7,0,2,0,0,0,2,0,0,1,0,0,1,0,0
2,7,4,4,3,0,0,2,0,0,1,0,0,1,0,0
1,4,2,3,2,0,1,1,120,4,1,120,4,0,0,0
1,3,0,2,0,0,0,1,120,4,1,120,4,0,0,0
1,9,1,8,1,2,0,1,0,0,1,0,0,0,0,0
1,1,1,1,1,0,1,1,0,0,1,0,0,0,0,0
1,4,0,3,0,2,0,5,0,0,1,0,0,0,0,0
1,4,0,3,0,1,0,5,0,0,1,0,0,0,0,0
1,6,1,0,0,0,0,10,0,0,6,0,0,1,0,0
1,4,0,0,0,0,0,10,0,0,6,0,0,1,0,0
1,3,1,3,1,2,0,4,0,0,3,0,0,1,0,0
1,7,2,6,2,1,1,4,0,0,3,0,0,1,0,0
2,5,4,4,3,0,0,11,600.91,27,5,125.97,3,0,0,0
2,12,1,9,1,3,0,11,600.91,27,5,125.97,3,0,0,0
1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0
1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
2,14,3,10,3,4,0,7,0,0,6,0,0,1,0,0
2,7,1,3,1,1,0,7,0,0,6,0,0,1,0,0
1,3,1,0,0,0,0,9,73.98,3,0,0,0,0,0,0
1,2,1,0,0,0,0,9,73.98,3,0,0,0,0,0,0
2,10,1,3,0,1,0,11,0,0,4,0,0,0,0,0
2,18,4,6,1,1,1,11,0,0,4,0,0,0,0,0
1,7,2,4,1,1,0,6,0,0,6,0,0,3,0,0
1,5,2,3,2,2,1,6,0,0,6,0,0,3,0,0
1,2,2,2,2,0,1,2,0,0,2,0,0,1,0,0
1,4,1,4,1,3,0,2,0,0,2,0,0,1,0,0
1,6,1,4,1,0,0,0,0,0,0,0,0,0,0,0
1,10,1,8,1,1,0,0,0,0,0,0,0,0,0,0
1,8,0,5,0,1,0,3,0,0,2,0,0,0,0,0
1,4,0,3,0,1,0,3,0,0,2,0,0,0,0,0
1,3,0,0,0,0,0,6,0,0,2,0,0,0,0,0
1,3,0,0,0,0,0,6,0,0,2,0,0,0,0,0
2,1,0,0,0,0,0,7,0,0,1,0,0,1,0,0
2,3,0,2,0,1,0,7,0,0,1,0,0,1,0,0
1,4,0,3,0,1,0,1,0,0,1,0,0,1,0,0
1,4,0,3,0,0,0,1,0,0,1,0,0,1,0,0
2,12,3,7,2,0,0,7,0,0,5,0,0,1,0,0
2,13,1,11,1,5,1,7,0,0,5,0,0,1,0,0
1,3,2,2,1,0,1,2,0,0,1,0,0,0,0,0
1,4,0,2,0,0,0,2,0,0,1,0,0,0,0,0
1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
1,3,1,2,1,1,0,1,0,0,1,0,0,1,0,0
1,4,0,4,0,1,0,11,0,0,9,0,0,2,0,0
1,8,3,4,3,0,0,11,0,0,9,0,0,2,0,0
1,9,1,6,0,2,0,4,0,0,3,0,0,0,0,0
1,8,3,5,1,0,0,4,0,0,3,0,0,0,0,0
